pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand
FF,-0.74,2.65,"In play, out(s)",48,gid_2016_04_09_lanmlb_sfnmlb_1,93.2,181.751,1947.624,-0.3,9.69,X,Clayton Kershaw,Flyout,R
SL,1.01,2.66,Ball,49,gid_2016_04_09_lanmlb_sfnmlb_1,87.1,201.905,1173.35,-2.32,5.74,B,Clayton Kershaw,Flyout,R
FF,-0.82,2.99,Foul Tip,49,gid_2016_04_09_lanmlb_sfnmlb_1,92,189.981,2465.602,-2.16,12.25,S,Clayton Kershaw,Flyout,R
FF,0.81,2.8,Called Strike,49,gid_2016_04_09_lanmlb_sfnmlb_1,92.6,169.043,2307.822,2.21,11.37,S,Clayton Kershaw,Flyout,R
SL,-0.3,2.84,"In play, out(s)",49,gid_2016_04_09_lanmlb_sfnmlb_1,88,167.708,1242.138,1.4,6.35,X,Clayton Kershaw,Flyout,R
FF,0.31,1.69,Ball,50,gid_2016_04_09_lanmlb_sfnmlb_1,91.8,177.567,2086.133,0.45,10.53,B,Clayton Kershaw,Flyout,R
SL,-0.44,2.97,"In play, out(s)",50,gid_2016_04_09_lanmlb_sfnmlb_1,85.9,183.51,470.267,-0.16,2.49,X,Clayton Kershaw,Flyout,R
FF,0.3,2.3,"In play, out(s)",54,gid_2016_04_09_lanmlb_sfnmlb_1,91.6,170.708,2507.255,2.07,12.56,X,Clayton Kershaw,Lineout,L
FF,-0.26,3.79,Ball,55,gid_2016_04_09_lanmlb_sfnmlb_1,90.9,171.58,2380.342,1.79,12.04,B,Clayton Kershaw,Strikeout,R
FF,-0.11,3.68,Foul Tip,55,gid_2016_04_09_lanmlb_sfnmlb_1,90.9,180.63,2466.643,-0.14,12.53,S,Clayton Kershaw,Strikeout,R
SL,-0.31,0.26,Ball,55,gid_2016_04_09_lanmlb_sfnmlb_1,86.8,213.642,1081.989,-3.2,4.76,B,Clayton Kershaw,Strikeout,R
FF,-0.04,1.78,Called Strike,55,gid_2016_04_09_lanmlb_sfnmlb_1,92.1,182.781,2151.837,-0.53,10.8,S,Clayton Kershaw,Strikeout,R
SL,-0.46,2.04,Swinging Strike,55,gid_2016_04_09_lanmlb_sfnmlb_1,88.3,186.483,1112.679,-0.65,5.7,S,Clayton Kershaw,Strikeout,R
FF,-0.39,2.56,Foul,56,gid_2016_04_09_lanmlb_sfnmlb_1,92.7,173.409,1918.549,1.1,9.52,S,Clayton Kershaw,Lineout,L
FF,0.19,2.3,Called Strike,56,gid_2016_04_09_lanmlb_sfnmlb_1,92.3,172.482,2487.053,1.64,12.42,S,Clayton Kershaw,Lineout,L
FF,-0.19,2.93,"In play, out(s)",56,gid_2016_04_09_lanmlb_sfnmlb_1,92,164.41,2391.734,3.25,11.6,X,Clayton Kershaw,Lineout,L
SL,-1,1.66,Missed Bunt,62,gid_2016_04_09_lanmlb_sfnmlb_1,84.3,223.006,1038.046,-3.91,4.14,S,Clayton Kershaw,Flyout,R
SL,-0.12,1.62,Ball,62,gid_2016_04_09_lanmlb_sfnmlb_1,85.3,232.38,968.866,-4.19,3.19,B,Clayton Kershaw,Flyout,R
FF,-0.78,3.66,"In play, out(s)",62,gid_2016_04_09_lanmlb_sfnmlb_1,91.9,173.593,2434.154,1.39,12.32,X,Clayton Kershaw,Flyout,R
SL,-0.27,2.58,Called Strike,63,gid_2016_04_09_lanmlb_sfnmlb_1,85.9,229.467,853.795,-3.51,2.95,S,Clayton Kershaw,Lineout,L
FF,0.32,2.62,Foul,63,gid_2016_04_09_lanmlb_sfnmlb_1,92.3,182.42,2108.599,-0.45,10.69,S,Clayton Kershaw,Lineout,L
SL,0.04,1.67,"In play, out(s)",63,gid_2016_04_09_lanmlb_sfnmlb_1,87.2,213.286,1022.167,-2.97,4.49,X,Clayton Kershaw,Lineout,L
FF,0.05,3.42,"In play, out(s)",64,gid_2016_04_09_lanmlb_sfnmlb_1,91.1,173.589,2150.718,1.23,10.89,X,Clayton Kershaw,Lineout,R
FF,-0.582,2.833,"In play, out(s)",1,gid_2016_04_15_sfnmlb_lanmlb_1,92.8,171.83,2928.303,2.09,14.52,X,Clayton Kershaw,Flyout,R
FF,-0.211,2.519,Called Strike,2,gid_2016_04_15_sfnmlb_lanmlb_1,93.5,175.069,2612.781,1.12,12.97,S,Clayton Kershaw,Strikeout,L
FF,0.517,2.436,Swinging Strike,2,gid_2016_04_15_sfnmlb_lanmlb_1,93,169.007,2743.727,2.62,13.44,S,Clayton Kershaw,Strikeout,L
FF,-0.398,-0.04,Ball,2,gid_2016_04_15_sfnmlb_lanmlb_1,92,186.892,1666.206,-1.01,8.32,B,Clayton Kershaw,Strikeout,L
SL,-0.841,0.955,Swinging Strike,2,gid_2016_04_15_sfnmlb_lanmlb_1,91.3,204.637,909.902,-1.92,4.15,S,Clayton Kershaw,Strikeout,L
SL,-0.741,2.593,Foul,3,gid_2016_04_15_sfnmlb_lanmlb_1,89.7,237.32,890.194,-3.83,2.41,S,Clayton Kershaw,Groundout,R
FF,0.013,3.393,"In play, out(s)",3,gid_2016_04_15_sfnmlb_lanmlb_1,93.2,178.85,2438.234,0.25,12.16,X,Clayton Kershaw,Groundout,R
FF,0.154,3.411,Foul,9,gid_2016_04_15_sfnmlb_lanmlb_1,91.9,183.183,2348.542,-0.66,11.86,S,Clayton Kershaw,Groundout,R
FF,-0.552,1.404,Ball,9,gid_2016_04_15_sfnmlb_lanmlb_1,92.4,178.789,2809.479,0.3,14.22,B,Clayton Kershaw,Groundout,R
CU,0.196,0.131,Ball,9,gid_2016_04_15_sfnmlb_lanmlb_1,72.9,347.003,1595.818,-2.34,-10.23,B,Clayton Kershaw,Groundout,R
SL,0.061,1.979,"In play, out(s)",9,gid_2016_04_15_sfnmlb_lanmlb_1,88.8,185.885,1731.896,-0.92,8.91,X,Clayton Kershaw,Groundout,R
SL,-1.258,3.082,Called Strike,10,gid_2016_04_15_sfnmlb_lanmlb_1,86.9,229.297,1028.97,-4.14,3.52,S,Clayton Kershaw,Groundout,L
CU,-0.113,0.671,Ball,10,gid_2016_04_15_sfnmlb_lanmlb_1,73.9,343.495,1580.437,-2.88,-9.79,B,Clayton Kershaw,Groundout,L
FF,-0.702,3.642,Ball,10,gid_2016_04_15_sfnmlb_lanmlb_1,93.1,190.47,2178.751,-1.99,10.71,B,Clayton Kershaw,Groundout,L
FF,-0.738,1.604,Foul,10,gid_2016_04_15_sfnmlb_lanmlb_1,94.2,176.795,2705.396,0.76,13.45,S,Clayton Kershaw,Groundout,L
CU,0.782,1.906,"In play, out(s)",10,gid_2016_04_15_sfnmlb_lanmlb_1,73.4,346.561,1210.78,-1.82,-7.69,X,Clayton Kershaw,Groundout,L
FF,-0.161,2.855,Foul,11,gid_2016_04_15_sfnmlb_lanmlb_1,92.8,187.685,2609.94,-1.76,12.99,S,Clayton Kershaw,Strikeout,R
SL,-0.471,3.465,Called Strike,11,gid_2016_04_15_sfnmlb_lanmlb_1,87.4,247.508,817.738,-3.99,1.61,S,Clayton Kershaw,Strikeout,R
FF,0.733,2.31,Called Strike,11,gid_2016_04_15_sfnmlb_lanmlb_1,94.6,179.074,3150.844,0.25,15.64,S,Clayton Kershaw,Strikeout,R
FF,-0.446,3.229,Called Strike,15,gid_2016_04_15_sfnmlb_lanmlb_1,92.4,180.132,2238.996,-0.03,11.44,S,Clayton Kershaw,Groundout,R
SL,-0.7,1.248,Ball,15,gid_2016_04_15_sfnmlb_lanmlb_1,87.7,207.321,1722.797,-4.24,8.16,B,Clayton Kershaw,Groundout,R
SL,-0.803,1.593,"In play, out(s)",15,gid_2016_04_15_sfnmlb_lanmlb_1,88.1,199.51,1394.046,-2.48,6.95,X,Clayton Kershaw,Groundout,R
SL,-0.292,3.176,"In play, no out",16,gid_2016_04_15_sfnmlb_lanmlb_1,87,250.345,772.255,-3.92,1.35,X,Clayton Kershaw,Single,R
FF,-0.442,2.032,Foul,17,gid_2016_04_15_sfnmlb_lanmlb_1,93,184.166,2383.208,-0.87,11.95,S,Clayton Kershaw,Field Error,L
FF,-0.393,3.892,Ball,17,gid_2016_04_15_sfnmlb_lanmlb_1,93,175.654,2435.658,0.93,12.17,B,Clayton Kershaw,Field Error,L
FF,-0.202,2.761,Foul,17,gid_2016_04_15_sfnmlb_lanmlb_1,94,180.966,2777.64,-0.23,13.84,S,Clayton Kershaw,Field Error,L
CU,0.874,3.711,Ball,17,gid_2016_04_15_sfnmlb_lanmlb_1,73.2,358.459,1451.822,-0.25,-9.35,B,Clayton Kershaw,Field Error,L
SL,-0.458,2.482,"In play, no out",17,gid_2016_04_15_sfnmlb_lanmlb_1,89.1,236.647,1203.38,-5.22,3.39,X,Clayton Kershaw,Field Error,L
FF,-0.358,3.325,Called Strike,18,gid_2016_04_15_sfnmlb_lanmlb_1,93.3,176.546,2470.136,0.74,12.25,S,Clayton Kershaw,Single,R
FF,0.848,3.021,"In play, no out",18,gid_2016_04_15_sfnmlb_lanmlb_1,93.4,188.305,3026.665,-2.19,14.97,X,Clayton Kershaw,Single,R
SL,-0.427,3.304,"In play, out(s)",19,gid_2016_04_15_sfnmlb_lanmlb_1,89.6,229.43,1224.292,-4.86,4.11,X,Clayton Kershaw,Pop Out,L
SL,-1.356,4.777,Ball,20,gid_2016_04_15_sfnmlb_lanmlb_1,88.3,220.388,1336.51,-4.63,5.4,B,Clayton Kershaw,Lineout,R
FF,-0.564,3.339,"In play, out(s)",20,gid_2016_04_15_sfnmlb_lanmlb_1,93.8,193.992,2271.145,-2.73,10.92,X,Clayton Kershaw,Lineout,R
FF,1.425,3.402,Ball,25,gid_2016_04_15_sfnmlb_lanmlb_1,91.6,180.443,2489.95,-0.1,12.59,B,Clayton Kershaw,Flyout,R
FF,-0.305,3.682,Ball,25,gid_2016_04_15_sfnmlb_lanmlb_1,91.8,176.335,1795.99,0.58,9.01,B,Clayton Kershaw,Flyout,R
SL,1.368,2.859,Ball,25,gid_2016_04_15_sfnmlb_lanmlb_1,87.3,197.598,1448.788,-2.34,7.32,B,Clayton Kershaw,Flyout,R
FF,-0.34,1.8,Called Strike,25,gid_2016_04_15_sfnmlb_lanmlb_1,92.5,179.479,2266.858,0.11,11.47,S,Clayton Kershaw,Flyout,R
SL,-0.336,2.512,Foul,25,gid_2016_04_15_sfnmlb_lanmlb_1,88.2,223.983,1414,-5.26,5.4,S,Clayton Kershaw,Flyout,R
FF,0.29,2.464,"In play, out(s)",25,gid_2016_04_15_sfnmlb_lanmlb_1,93.3,181.381,3132.217,-0.38,15.66,X,Clayton Kershaw,Flyout,R
FF,-0.401,3.895,Ball,26,gid_2016_04_15_sfnmlb_lanmlb_1,91.7,185.817,2239.653,-1.16,11.31,B,Clayton Kershaw,Strikeout,L
SL,-0.678,2.884,Called Strike,26,gid_2016_04_15_sfnmlb_lanmlb_1,87.2,213.275,1161.173,-3.38,5.1,S,Clayton Kershaw,Strikeout,L
FF,0.686,3.106,Foul,26,gid_2016_04_15_sfnmlb_lanmlb_1,92,190.145,2839.277,-2.56,14.24,S,Clayton Kershaw,Strikeout,L
FF,-0.55,2.917,Swinging Strike,26,gid_2016_04_15_sfnmlb_lanmlb_1,92.7,198.734,2021.446,-3.26,9.56,S,Clayton Kershaw,Strikeout,L
SL,-0.308,2.778,Called Strike,27,gid_2016_04_15_sfnmlb_lanmlb_1,87.5,228.653,974.805,-3.92,3.41,S,Clayton Kershaw,Flyout,R
CU,1.428,2.629,Ball,27,gid_2016_04_15_sfnmlb_lanmlb_1,72.2,354.989,1531.555,-0.88,-10.15,B,Clayton Kershaw,Flyout,R
CU,0.275,0.96,Ball,27,gid_2016_04_15_sfnmlb_lanmlb_1,73.7,341.349,1296.58,-2.71,-8.09,B,Clayton Kershaw,Flyout,R
FF,-0.502,1.247,Ball,27,gid_2016_04_15_sfnmlb_lanmlb_1,93.5,179.426,2481.66,0.12,12.24,B,Clayton Kershaw,Flyout,R
FF,-0.286,3.133,"In play, out(s)",27,gid_2016_04_15_sfnmlb_lanmlb_1,92.9,184.06,2150.239,-0.76,10.67,X,Clayton Kershaw,Flyout,R
FF,-0.218,2.569,Called Strike,37,gid_2016_04_15_sfnmlb_lanmlb_1,91.4,181.493,2482.341,-0.33,12.62,S,Clayton Kershaw,Groundout,R
FF,1.027,2.854,Ball,37,gid_2016_04_15_sfnmlb_lanmlb_1,91.7,175.812,2685.632,1.01,13.72,B,Clayton Kershaw,Groundout,R
SL,-1.173,1.907,Swinging Strike,37,gid_2016_04_15_sfnmlb_lanmlb_1,85.8,239.253,1120.411,-5.27,3.09,S,Clayton Kershaw,Groundout,R
FF,1.717,2.926,Ball,37,gid_2016_04_15_sfnmlb_lanmlb_1,92.4,181.343,2320.861,-0.28,11.74,B,Clayton Kershaw,Groundout,R
SL,0.001,1.785,"In play, out(s)",37,gid_2016_04_15_sfnmlb_lanmlb_1,87,217.772,1146.275,-3.72,4.75,X,Clayton Kershaw,Groundout,R
FF,-0.724,3.072,Called Strike,38,gid_2016_04_15_sfnmlb_lanmlb_1,93.9,176.27,2816.457,0.91,13.96,S,Clayton Kershaw,Strikeout,R
CU,-0.2,-0.809,Ball,38,gid_2016_04_15_sfnmlb_lanmlb_1,73.3,340.301,1587.683,-3.48,-9.78,B,Clayton Kershaw,Strikeout,R
SL,-0.325,0.222,Ball,38,gid_2016_04_15_sfnmlb_lanmlb_1,88.5,223.605,1544.689,-5.63,5.87,B,Clayton Kershaw,Strikeout,R
FF,-0.903,2.444,Called Strike,38,gid_2016_04_15_sfnmlb_lanmlb_1,93.2,191.201,2672.928,-2.63,13.24,S,Clayton Kershaw,Strikeout,R
SL,-0.802,2.31,Swinging Strike,38,gid_2016_04_15_sfnmlb_lanmlb_1,86.3,242.97,1145.258,-5.55,2.78,S,Clayton Kershaw,Strikeout,R
FF,-0.019,2.61,Swinging Strike,39,gid_2016_04_15_sfnmlb_lanmlb_1,92.4,184.291,3084.397,-1.19,15.77,S,Clayton Kershaw,Strikeout,L
CU,-0.682,1.598,Ball,39,gid_2016_04_15_sfnmlb_lanmlb_1,72.9,343.892,1894.445,-3.49,-12.13,B,Clayton Kershaw,Strikeout,L
FF,0.161,2.166,Swinging Strike,39,gid_2016_04_15_sfnmlb_lanmlb_1,93.4,189.189,2536.677,-2.04,12.55,S,Clayton Kershaw,Strikeout,L
CU,0.016,1.912,Swinging Strike,39,gid_2016_04_15_sfnmlb_lanmlb_1,73,346.784,1642.987,-2.45,-10.48,S,Clayton Kershaw,Strikeout,L
FF,-0.19,2.141,Called Strike,43,gid_2016_04_15_sfnmlb_lanmlb_1,91.8,187.967,2513.488,-1.78,12.71,S,Clayton Kershaw,Single,R
FF,-0.029,3.119,Foul,43,gid_2016_04_15_sfnmlb_lanmlb_1,91.7,181.778,2319.67,-0.37,11.86,S,Clayton Kershaw,Single,R
CU,1.301,0.642,Ball,43,gid_2016_04_15_sfnmlb_lanmlb_1,73.5,332.528,1067.737,-3.19,-6.19,B,Clayton Kershaw,Single,R
FF,-0.691,2.901,"In play, no out",43,gid_2016_04_15_sfnmlb_lanmlb_1,93,176.654,2140.828,0.63,10.68,X,Clayton Kershaw,Single,R
FF,-1.002,2.909,Called Strike,44,gid_2016_04_15_sfnmlb_lanmlb_1,92.9,182.806,2179.488,-0.54,10.96,S,Clayton Kershaw,Single,L
FF,-0.86,3.335,Ball,44,gid_2016_04_15_sfnmlb_lanmlb_1,92.5,182.873,2125.114,-0.53,10.61,B,Clayton Kershaw,Single,L
SL,-0.603,3.063,Foul,44,gid_2016_04_15_sfnmlb_lanmlb_1,87.1,224.124,1009.807,-3.74,3.81,S,Clayton Kershaw,Single,L
SL,0.115,2.679,"In play, no out",44,gid_2016_04_15_sfnmlb_lanmlb_1,90.3,205.628,1603.219,-3.59,7.44,X,Clayton Kershaw,Single,L
SL,-0.267,2.797,Called Strike,45,gid_2016_04_15_sfnmlb_lanmlb_1,87.7,200.029,1767.215,-3.21,8.76,S,Clayton Kershaw,Groundout,R
SL,-1.126,2.895,Ball,45,gid_2016_04_15_sfnmlb_lanmlb_1,87.7,189.94,1204.831,-1.12,6.33,B,Clayton Kershaw,Groundout,R
FF,-0.744,2.662,"In play, out(s)",45,gid_2016_04_15_sfnmlb_lanmlb_1,93,183.742,2028.771,-0.67,10.19,X,Clayton Kershaw,Groundout,R
FF,-0.878,2.391,Called Strike,46,gid_2016_04_15_sfnmlb_lanmlb_1,93.4,183.173,2345.701,-0.66,11.82,S,Clayton Kershaw,Single,R
CU,0.434,1.402,Swinging Strike,46,gid_2016_04_15_sfnmlb_lanmlb_1,73.9,0.924,1275.762,0.13,-8.24,S,Clayton Kershaw,Single,R
CU,0.911,-1.316,Ball,46,gid_2016_04_15_sfnmlb_lanmlb_1,75,31.185,600.731,1.96,-3.3,B,Clayton Kershaw,Single,R
FF,0.484,1.169,Ball,46,gid_2016_04_15_sfnmlb_lanmlb_1,94.1,187.135,2698.152,-1.67,13.33,B,Clayton Kershaw,Single,R
SL,-0.451,2.426,Foul,46,gid_2016_04_15_sfnmlb_lanmlb_1,89.3,209.718,1111.301,-2.88,5.01,S,Clayton Kershaw,Single,R
FF,0.749,3.461,Foul,46,gid_2016_04_15_sfnmlb_lanmlb_1,93.9,182.299,3023.202,-0.61,15.06,S,Clayton Kershaw,Single,R
SL,-0.633,2.766,Foul,46,gid_2016_04_15_sfnmlb_lanmlb_1,87.7,235.125,957.045,-4.17,2.86,S,Clayton Kershaw,Single,R
SL,-1.046,1.369,Ball,46,gid_2016_04_15_sfnmlb_lanmlb_1,87.9,241.638,724.018,-3.43,1.8,B,Clayton Kershaw,Single,R
SL,-0.305,2.655,"In play, run(s)",46,gid_2016_04_15_sfnmlb_lanmlb_1,86.2,239.671,768.165,-3.61,2.06,X,Clayton Kershaw,Single,R
FF,0.063,3.518,Swinging Strike,47,gid_2016_04_15_sfnmlb_lanmlb_1,93.4,177.595,2174.405,0.46,10.85,S,Clayton Kershaw,Pop Out,L
FF,-0.443,4.313,Ball,47,gid_2016_04_15_sfnmlb_lanmlb_1,92.1,193.927,2836.066,-3.55,14.28,B,Clayton Kershaw,Pop Out,L
FF,0.559,2.345,Ball,47,gid_2016_04_15_sfnmlb_lanmlb_1,92.2,193.945,3078.753,-3.82,15.36,B,Clayton Kershaw,Pop Out,L
SL,-0.6,1.984,Foul,47,gid_2016_04_15_sfnmlb_lanmlb_1,87.8,231.577,1060.479,-4.39,3.44,S,Clayton Kershaw,Pop Out,L
FF,-0.176,2.924,Foul,47,gid_2016_04_15_sfnmlb_lanmlb_1,93.1,189.766,2382.15,-2.03,11.78,S,Clayton Kershaw,Pop Out,L
FF,-0.574,1.295,Ball,47,gid_2016_04_15_sfnmlb_lanmlb_1,92.7,184.263,2363.409,-0.89,11.88,B,Clayton Kershaw,Pop Out,L
FF,-0.248,2.241,"In play, out(s)",47,gid_2016_04_15_sfnmlb_lanmlb_1,93.1,186.856,2656.587,-1.59,13.21,X,Clayton Kershaw,Pop Out,L
FF,0.607,2.246,Called Strike,48,gid_2016_04_15_sfnmlb_lanmlb_1,92.2,180.67,3246.576,-0.19,16.48,S,Clayton Kershaw,Groundout,R
FF,-0.484,2.424,Called Strike,48,gid_2016_04_15_sfnmlb_lanmlb_1,92,174.439,2392.294,1.18,12.06,S,Clayton Kershaw,Groundout,R
CU,0.88,2.699,Foul,48,gid_2016_04_15_sfnmlb_lanmlb_1,72.5,343.359,1320.161,-2.5,-8.43,S,Clayton Kershaw,Groundout,R
FF,0.091,2.356,"In play, out(s)",48,gid_2016_04_15_sfnmlb_lanmlb_1,92.7,198.634,2539.988,-4.16,12.3,X,Clayton Kershaw,Groundout,R
FF,-0.339,3.072,Foul,54,gid_2016_04_15_sfnmlb_lanmlb_1,92,175.857,2528.899,0.93,12.82,S,Clayton Kershaw,Strikeout,R
CU,0.55,1.06,Ball,54,gid_2016_04_15_sfnmlb_lanmlb_1,72,344.079,1099.827,-1.98,-7.01,B,Clayton Kershaw,Strikeout,R
FF,-0.26,4.087,Swinging Strike,54,gid_2016_04_15_sfnmlb_lanmlb_1,90.7,176.061,2524.452,0.89,12.91,S,Clayton Kershaw,Strikeout,R
SL,0.855,2.387,Called Strike,54,gid_2016_04_15_sfnmlb_lanmlb_1,87.1,209.405,1353.096,-3.56,6.28,S,Clayton Kershaw,Strikeout,R
FF,-1.429,3.25,Ball,55,gid_2016_04_15_sfnmlb_lanmlb_1,91.6,173.462,2229.179,1.31,11.36,B,Clayton Kershaw,Groundout,R
SL,-1.164,1.992,Swinging Strike,55,gid_2016_04_15_sfnmlb_lanmlb_1,87.2,196.763,1283.641,-1.99,6.56,S,Clayton Kershaw,Groundout,R
SL,-0.628,2.368,Swinging Strike,55,gid_2016_04_15_sfnmlb_lanmlb_1,86.6,239.889,988.22,-4.59,2.62,S,Clayton Kershaw,Groundout,R
FF,1.78,3.242,Ball,55,gid_2016_04_15_sfnmlb_lanmlb_1,92,179.772,3012.388,0.06,15.35,B,Clayton Kershaw,Groundout,R
SL,-0.524,2.331,Foul,55,gid_2016_04_15_sfnmlb_lanmlb_1,87.9,231.779,1256.854,-5.22,4.07,S,Clayton Kershaw,Groundout,R
SL,0.692,4.391,Ball,55,gid_2016_04_15_sfnmlb_lanmlb_1,85.1,205.281,1449.068,-3.4,7.16,B,Clayton Kershaw,Groundout,R
SL,-0.937,2.857,Foul,55,gid_2016_04_15_sfnmlb_lanmlb_1,85.9,190.335,1184.644,-1.16,6.3,S,Clayton Kershaw,Groundout,R
FF,-0.06,2.184,Foul,55,gid_2016_04_15_sfnmlb_lanmlb_1,93.6,176.154,2619.49,0.87,12.93,S,Clayton Kershaw,Groundout,R
FF,-0.576,2.77,"In play, out(s)",55,gid_2016_04_15_sfnmlb_lanmlb_1,93,190.926,2244.571,-2.15,11.11,X,Clayton Kershaw,Groundout,R
SL,-0.255,1.67,"In play, out(s)",56,gid_2016_04_15_sfnmlb_lanmlb_1,87.9,210.783,1609.102,-4.38,7.3,X,Clayton Kershaw,Bunt Groundout,L
FF,-0.33,4.03,Ball,6,gid_2016_04_21_lanmlb_atlmlb_1,91.7,170.697,2537.436,2.1,12.75,B,Clayton Kershaw,Double,R
FF,-0.16,2.52,"In play, no out",6,gid_2016_04_21_lanmlb_atlmlb_1,91.5,178.583,2318.193,0.29,11.79,X,Clayton Kershaw,Double,R
FF,-0.16,1.49,Ball,7,gid_2016_04_21_lanmlb_atlmlb_1,92,172.494,2393.449,1.59,12.05,B,Clayton Kershaw,Double,R
FF,0.33,3.43,Foul,7,gid_2016_04_21_lanmlb_atlmlb_1,91.6,175.586,2331.418,0.91,11.78,S,Clayton Kershaw,Double,R
SL,0.48,1.21,Missed Bunt,7,gid_2016_04_21_lanmlb_atlmlb_1,89.2,207.022,1032.402,-2.43,4.73,S,Clayton Kershaw,Double,R
SL,0.63,2.6,Foul (Runner Going),7,gid_2016_04_21_lanmlb_atlmlb_1,87.2,176.537,412.995,0.13,2.12,S,Clayton Kershaw,Double,R
CU,1.24,0.82,Ball In Dirt,7,gid_2016_04_21_lanmlb_atlmlb_1,72.9,15.516,1353.765,2.32,-8.42,B,Clayton Kershaw,Double,R
SL,0.12,3.18,"In play, run(s)",7,gid_2016_04_21_lanmlb_atlmlb_1,86.7,202.69,630.437,-1.29,3.04,X,Clayton Kershaw,Double,R
SL,-0.86,2.39,"In play, out(s)",8,gid_2016_04_21_lanmlb_atlmlb_1,88,151.813,846.118,2.14,3.94,X,Clayton Kershaw,Groundout,L
FF,-0.45,1.42,Ball,9,gid_2016_04_21_lanmlb_atlmlb_1,92.2,172.355,2752.395,1.86,13.77,B,Clayton Kershaw,Groundout,R
SL,0.35,1.95,"In play, out(s)",9,gid_2016_04_21_lanmlb_atlmlb_1,86.8,173.708,843.43,0.49,4.45,X,Clayton Kershaw,Groundout,R
FF,-0.99,2.54,Ball,13,gid_2016_04_21_lanmlb_atlmlb_1,92.6,163.537,2488.279,3.58,12.06,B,Clayton Kershaw,Single,R
SL,0.11,2.46,Foul,13,gid_2016_04_21_lanmlb_atlmlb_1,87.1,177.039,1341.712,0.37,7.08,S,Clayton Kershaw,Single,R
FF,-0.45,2.22,"In play, no out",13,gid_2016_04_21_lanmlb_atlmlb_1,92.5,161.579,2257.486,3.64,10.9,X,Clayton Kershaw,Single,R
FF,-0.54,2.34,"In play, no out",14,gid_2016_04_21_lanmlb_atlmlb_1,92.5,170.919,2137.892,1.7,10.64,X,Clayton Kershaw,Single,R
SL,-0.8,2.26,Called Strike,15,gid_2016_04_21_lanmlb_atlmlb_1,88,179.616,1169.119,0.04,6.1,S,Clayton Kershaw,Single,R
FF,-0.63,2.27,Called Strike,15,gid_2016_04_21_lanmlb_atlmlb_1,91.4,175.394,2335.045,0.96,11.92,S,Clayton Kershaw,Single,R
CU,2.01,2.68,Ball,15,gid_2016_04_21_lanmlb_atlmlb_1,72.1,8.331,1608.759,1.54,-10.58,B,Clayton Kershaw,Single,R
CU,-0.42,0.29,Ball In Dirt,15,gid_2016_04_21_lanmlb_atlmlb_1,74.2,2.526,1783.355,0.51,-11.66,B,Clayton Kershaw,Single,R
SL,-0.14,0.04,Ball In Dirt,15,gid_2016_04_21_lanmlb_atlmlb_1,88.4,223.112,829.647,-3.01,3.17,B,Clayton Kershaw,Single,R
FF,0.47,3.16,"In play, no out",15,gid_2016_04_21_lanmlb_atlmlb_1,91.8,169.554,1789.538,1.63,8.82,X,Clayton Kershaw,Single,R
FF,0.35,3.04,Called Strike,16,gid_2016_04_21_lanmlb_atlmlb_1,92.9,176.143,1884.374,0.64,9.35,S,Clayton Kershaw,Strikeout,L
FF,0,1.81,Swinging Strike,16,gid_2016_04_21_lanmlb_atlmlb_1,92.7,188.784,1778.886,-1.35,8.72,S,Clayton Kershaw,Strikeout,L
FF,-1.71,2.44,Swinging Strike,16,gid_2016_04_21_lanmlb_atlmlb_1,92.9,183.705,1981.65,-0.64,9.87,S,Clayton Kershaw,Strikeout,L
FF,0,2.03,Called Strike,17,gid_2016_04_21_lanmlb_atlmlb_1,93.3,169.968,2165.93,1.89,10.63,S,Clayton Kershaw,Grounded Into DP,R
FF,-0.85,2.49,"In play, out(s)",17,gid_2016_04_21_lanmlb_atlmlb_1,92.8,165.901,1761.949,2.14,8.48,X,Clayton Kershaw,Grounded Into DP,R
FF,0.87,2.76,Called Strike,21,gid_2016_04_21_lanmlb_atlmlb_1,92.1,184.198,2452.589,-0.91,12.33,S,Clayton Kershaw,Strikeout,R
CH,1.46,4.91,Ball,21,gid_2016_04_21_lanmlb_atlmlb_1,87.4,141.463,2129.773,7.07,8.84,B,Clayton Kershaw,Strikeout,R
SL,-0.42,1.87,Called Strike,21,gid_2016_04_21_lanmlb_atlmlb_1,90.1,174.086,1089.127,0.57,5.51,S,Clayton Kershaw,Strikeout,R
CU,0.38,3.94,Foul,21,gid_2016_04_21_lanmlb_atlmlb_1,71.6,356.9,1609.178,-0.57,-10.66,S,Clayton Kershaw,Strikeout,R
FF,0.84,2.27,Called Strike,21,gid_2016_04_21_lanmlb_atlmlb_1,92.5,169.514,2585.031,2.35,12.68,S,Clayton Kershaw,Strikeout,R
FF,-1.23,2.6,Ball,22,gid_2016_04_21_lanmlb_atlmlb_1,92.4,175.285,2127.092,0.87,10.53,B,Clayton Kershaw,Groundout,R
SL,-0.01,3.35,Called Strike,22,gid_2016_04_21_lanmlb_atlmlb_1,87.9,220.977,810.422,-2.79,3.18,S,Clayton Kershaw,Groundout,R
FF,0.82,3.2,Called Strike,22,gid_2016_04_21_lanmlb_atlmlb_1,92.6,183.818,1958.041,-0.65,9.72,S,Clayton Kershaw,Groundout,R
