pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand,Pitch_Type,Foul,InPlay,Miss,Swing
FF,-0.79,1.3,Swinging Strike,63,gid_2016_04_21_lanmlb_atlmlb_1,90.8,179.358,2237.51,0.13,11.45,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.8,1.13,Swinging Strike,63,gid_2016_04_21_lanmlb_atlmlb_1,85.9,170.583,853.351,0.75,4.46,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,-0.44,0.03,Swinging Strike (Blocked),63,gid_2016_04_21_lanmlb_atlmlb_1,71.8,6.29,1547.814,1.11,-10.14,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,-0.63,2.7,Foul,64,gid_2016_04_21_lanmlb_atlmlb_1,84.8,186.621,617.744,-0.39,3.3,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
CU,-0.07,0.22,Swinging Strike (Blocked),64,gid_2016_04_21_lanmlb_atlmlb_1,72.9,357.857,1487.541,-0.36,-9.68,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
FF,-0.71,2.5,"In play, no out",66,gid_2016_04_21_lanmlb_atlmlb_1,93,156.058,1827.98,3.72,8.35,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.75,1.72,Swinging Strike,67,gid_2016_04_21_lanmlb_atlmlb_1,87.9,226.971,1010.036,-3.94,3.63,S,Clayton Kershaw,Forceout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,-0.14,1.95,"In play, out(s)",67,gid_2016_04_21_lanmlb_atlmlb_1,73.6,5.087,1681.827,0.97,-10.92,X,Clayton Kershaw,Forceout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.004,2.532,Foul,1,gid_2016_04_26_miamlb_lanmlb_1,92.4,175.744,2745.733,1.03,13.78,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.022,2.24,Foul,1,gid_2016_04_26_miamlb_lanmlb_1,89.2,198.178,1740.057,-2.84,8.61,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.213,3.433,Foul,1,gid_2016_04_26_miamlb_lanmlb_1,93.5,187.456,2324.974,-1.5,11.42,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.502,3.045,Foul,1,gid_2016_04_26_miamlb_lanmlb_1,90,221.118,1237.969,-4.17,4.74,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.387,2.813,"In play, out(s)",2,gid_2016_04_26_miamlb_lanmlb_1,93.6,180.366,2835.969,-0.09,14.15,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.21,3.359,Foul,3,gid_2016_04_26_miamlb_lanmlb_1,93.7,186.093,2639.674,-1.4,13.08,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.313,3.664,"In play, out(s)",3,gid_2016_04_26_miamlb_lanmlb_1,93.2,182.067,2285.308,-0.41,11.44,X,Clayton Kershaw,Groundout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.535,3.358,Foul,10,gid_2016_04_26_miamlb_lanmlb_1,91.6,174.593,3102.841,1.47,15.53,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.471,2.29,"In play, out(s)",10,gid_2016_04_26_miamlb_lanmlb_1,88.1,223.582,1487.799,-5.43,5.66,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.298,3.088,"In play, no out",11,gid_2016_04_26_miamlb_lanmlb_1,92,169.642,2834.349,2.58,14.05,X,Clayton Kershaw,Triple,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.183,4.269,Swinging Strike,12,gid_2016_04_26_miamlb_lanmlb_1,92.3,184.671,2241.353,-0.92,11.19,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.769,3.385,Foul,13,gid_2016_04_26_miamlb_lanmlb_1,92.3,183.224,2299.115,-0.65,11.52,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.107,3.272,Foul,13,gid_2016_04_26_miamlb_lanmlb_1,93.1,175.108,2639.866,1.12,13.08,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,0.25,1.321,Swinging Strike,13,gid_2016_04_26_miamlb_lanmlb_1,72.2,354.326,1370.23,-0.89,-9.04,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
FF,-0.154,2.851,Foul,19,gid_2016_04_26_miamlb_lanmlb_1,92.3,173.302,2634.164,1.56,13.24,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,0.59,2.577,"In play, out(s)",19,gid_2016_04_26_miamlb_lanmlb_1,72.3,342.981,1219.371,-2.33,-7.69,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,0.382,2.552,Foul,20,gid_2016_04_26_miamlb_lanmlb_1,93.2,184.684,3195.906,-1.32,16.11,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.022,0.882,Swinging Strike (Blocked),20,gid_2016_04_26_miamlb_lanmlb_1,73.1,336.935,1235.831,-3.11,-7.36,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
FF,0.251,2.465,Swinging Strike,21,gid_2016_04_26_miamlb_lanmlb_1,94,182.516,2711.142,-0.59,13.34,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.505,2.495,Foul,25,gid_2016_04_26_miamlb_lanmlb_1,89.5,209.222,1651.348,-4.15,7.37,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.631,1.469,Foul,25,gid_2016_04_26_miamlb_lanmlb_1,88.4,229.514,1242.276,-4.99,4.22,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.636,2.345,"In play, out(s)",26,gid_2016_04_26_miamlb_lanmlb_1,93.6,177.312,2354.908,0.55,11.68,X,Clayton Kershaw,Groundout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.713,1.008,Swinging Strike,27,gid_2016_04_26_miamlb_lanmlb_1,88.3,204.855,1329.675,-2.94,6.31,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.47,1.447,Swinging Strike,27,gid_2016_04_26_miamlb_lanmlb_1,89.7,209.788,1650.756,-4.27,7.42,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,0.469,2.003,Swinging Strike,27,gid_2016_04_26_miamlb_lanmlb_1,74.4,336.395,1490.76,-3.83,-8.83,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,-0.517,2.839,"In play, out(s)",33,gid_2016_04_26_miamlb_lanmlb_1,86.6,206.268,1304.883,-3.11,6.25,X,Clayton Kershaw,Lineout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.331,3.039,Foul,34,gid_2016_04_26_miamlb_lanmlb_1,92.8,171.511,2724.836,2.02,13.49,S,Clayton Kershaw,Pop Out,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.716,2.318,"In play, out(s)",34,gid_2016_04_26_miamlb_lanmlb_1,87.1,201.813,1383.469,-2.73,6.79,X,Clayton Kershaw,Pop Out,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.867,1.699,Foul,35,gid_2016_04_26_miamlb_lanmlb_1,93.6,183.053,2397.1,-0.64,11.92,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.289,1.439,Foul,35,gid_2016_04_26_miamlb_lanmlb_1,93.6,181.023,2609.201,-0.23,12.93,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.014,2.03,Swinging Strike,35,gid_2016_04_26_miamlb_lanmlb_1,73.5,337.625,1517.701,-3.7,-9.06,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,0.121,2.48,"In play, out(s)",39,gid_2016_04_26_miamlb_lanmlb_1,88.3,180.941,1929.307,-0.17,10.23,X,Clayton Kershaw,Lineout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.843,2.858,Foul,40,gid_2016_04_26_miamlb_lanmlb_1,91.8,180.102,2152.377,-0.02,10.94,S,Clayton Kershaw,Double,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.792,2.691,"In play, no out",40,gid_2016_04_26_miamlb_lanmlb_1,88,215.429,885.558,-2.72,3.78,X,Clayton Kershaw,Double,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,-1.348,1.14,Swinging Strike,41,gid_2016_04_26_miamlb_lanmlb_1,87.5,205.421,1068.458,-2.43,5.06,S,Clayton Kershaw,Single,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.28,1.86,Foul,41,gid_2016_04_26_miamlb_lanmlb_1,92.8,181.431,2891.324,-0.37,14.59,S,Clayton Kershaw,Single,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-1,1.419,"In play, no out",41,gid_2016_04_26_miamlb_lanmlb_1,73.7,359.235,1465.904,-0.13,-9.56,X,Clayton Kershaw,Single,L,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.287,2.816,"In play, run(s)",42,gid_2016_04_26_miamlb_lanmlb_1,93,186.678,2445.311,-1.45,12.3,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.367,3.306,Foul,43,gid_2016_04_26_miamlb_lanmlb_1,94,174.118,2501.097,1.29,12.46,S,Clayton Kershaw,Single,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.655,1.981,Swinging Strike,43,gid_2016_04_26_miamlb_lanmlb_1,88,231.976,1052.902,-4.38,3.38,S,Clayton Kershaw,Single,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.077,2.652,"In play, run(s)",43,gid_2016_04_26_miamlb_lanmlb_1,93.5,188.692,2591.751,-1.96,12.76,X,Clayton Kershaw,Single,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.049,3.051,"In play, run(s)",44,gid_2016_04_26_miamlb_lanmlb_1,93.5,180.571,2597.987,-0.13,12.89,X,Clayton Kershaw,Home Run,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-1.11,1.106,Swinging Strike,46,gid_2016_04_26_miamlb_lanmlb_1,88.4,222.429,1194.109,-4.26,4.61,S,Clayton Kershaw,Hit By Pitch,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.083,1.689,Foul,47,gid_2016_04_26_miamlb_lanmlb_1,93.3,171.123,2588.691,2.01,12.81,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.621,1.587,Swinging Strike,47,gid_2016_04_26_miamlb_lanmlb_1,87.3,228.704,1346.739,-5.4,4.69,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,-0.404,1.502,"In play, out(s)",52,gid_2016_04_26_miamlb_lanmlb_1,71.7,346.694,1366.175,-2.06,-8.79,X,Clayton Kershaw,Flyout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,0.214,3.269,Foul,53,gid_2016_04_26_miamlb_lanmlb_1,90.9,180.174,2621.329,-0.04,13.61,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.195,2.298,"In play, out(s)",53,gid_2016_04_26_miamlb_lanmlb_1,92.2,174.258,2873.957,1.46,14.46,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.874,3.08,"In play, no out",54,gid_2016_04_26_miamlb_lanmlb_1,92.4,175.526,2607.289,1.02,12.98,X,Clayton Kershaw,Double,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.369,2.507,"In play, out(s)",55,gid_2016_04_26_miamlb_lanmlb_1,85.3,259.807,1159.564,-6.25,1.08,X,Clayton Kershaw,Flyout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.632,2.606,Foul,1,gid_2016_06_04_atlmlb_lanmlb_1,93.5,182.538,2322.659,-0.52,11.63,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-1.03,3.006,Foul,1,gid_2016_06_04_atlmlb_lanmlb_1,94.4,173.804,2751.068,1.47,13.46,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.567,2.477,"In play, out(s)",1,gid_2016_06_04_atlmlb_lanmlb_1,89.2,227.861,958.077,-3.69,3.29,X,Clayton Kershaw,Groundout,L,Slider,FALSE,TRUE,FALSE,TRUE
CU,0.1,2.188,"In play, out(s)",2,gid_2016_06_04_atlmlb_lanmlb_1,73.2,331.731,1281.759,-3.89,-7.3,X,Clayton Kershaw,Flyout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.654,2.908,Foul,3,gid_2016_06_04_atlmlb_lanmlb_1,93.3,174.988,2486.995,1.09,12.34,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.147,3.741,Swinging Strike,3,gid_2016_06_04_atlmlb_lanmlb_1,93.6,182.854,2182.879,-0.54,10.78,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.446,1.972,Swinging Strike,7,gid_2016_06_04_atlmlb_lanmlb_1,88.4,231.102,1510.151,-6.18,4.94,S,Clayton Kershaw,Single,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.786,2.757,"In play, no out",7,gid_2016_06_04_atlmlb_lanmlb_1,93.3,171.075,2263.689,1.74,11.06,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.467,2.956,Foul,8,gid_2016_06_04_atlmlb_lanmlb_1,92.9,184.559,2270.481,-0.89,11.18,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.773,1.431,Swinging Strike,8,gid_2016_06_04_atlmlb_lanmlb_1,89.1,208.147,1044.795,-2.59,4.79,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
CU,0.768,0.979,Foul,8,gid_2016_06_04_atlmlb_lanmlb_1,74.6,329.371,945.463,-3.02,-5.17,S,Clayton Kershaw,Strikeout,L,Curve Ball,TRUE,FALSE,FALSE,TRUE
FF,0.028,3.061,Foul,8,gid_2016_06_04_atlmlb_lanmlb_1,94.8,183.34,2653.337,-0.77,13.1,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.611,1.377,Swinging Strike,8,gid_2016_06_04_atlmlb_lanmlb_1,89.7,218.81,1235.709,-4.01,4.94,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
SL,-1.294,1.184,Swinging Strike,9,gid_2016_06_04_atlmlb_lanmlb_1,88.3,224.53,921.063,-3.4,3.41,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-1.083,2.397,Foul,9,gid_2016_06_04_atlmlb_lanmlb_1,88.7,244.827,784.05,-3.73,1.71,S,Clayton Kershaw,Groundout,R,Slider,TRUE,FALSE,FALSE,TRUE
CU,0.475,2.417,"In play, out(s)",9,gid_2016_06_04_atlmlb_lanmlb_1,73.9,351.295,1531.552,-1.49,-9.79,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
SL,-0.162,2.477,Foul,10,gid_2016_06_04_atlmlb_lanmlb_1,88.8,217.474,1162.198,-3.69,4.77,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
CU,0.09,1.884,Foul,10,gid_2016_06_04_atlmlb_lanmlb_1,74.1,346.544,1215.43,-1.79,-7.54,S,Clayton Kershaw,Strikeout,R,Curve Ball,TRUE,FALSE,FALSE,TRUE
FF,-0.071,3.021,Foul,10,gid_2016_06_04_atlmlb_lanmlb_1,94.2,197.97,2266.584,-3.45,10.61,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-1.14,1.374,Swinging Strike,10,gid_2016_06_04_atlmlb_lanmlb_1,88.2,228.587,1060.417,-4.17,3.63,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.019,3.451,Foul Bunt,16,gid_2016_06_04_atlmlb_lanmlb_1,91.5,178.738,2375.979,0.27,12.14,S,Clayton Kershaw,Sac Bunt,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.235,2.86,Foul Bunt,16,gid_2016_06_04_atlmlb_lanmlb_1,92.5,193.674,2627.868,-3.13,12.82,S,Clayton Kershaw,Sac Bunt,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.435,3.234,"In play, out(s)",16,gid_2016_06_04_atlmlb_lanmlb_1,92.9,176.82,2132.603,0.59,10.58,X,Clayton Kershaw,Sac Bunt,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,0.265,1.867,"In play, out(s)",17,gid_2016_06_04_atlmlb_lanmlb_1,88.8,213.891,1689.61,-4.95,7.32,X,Clayton Kershaw,Bunt Groundout,L,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.332,2.895,Foul,18,gid_2016_06_04_atlmlb_lanmlb_1,93,182.452,3016.13,-0.65,15.13,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.495,2.773,"In play, out(s)",18,gid_2016_06_04_atlmlb_lanmlb_1,86.8,238.074,1015.113,-4.65,2.85,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
CU,-0.592,2.194,"In play, no out",25,gid_2016_06_04_atlmlb_lanmlb_1,72.8,5.205,1418.28,0.83,-9.19,X,Clayton Kershaw,Single,L,Curve Ball,FALSE,TRUE,FALSE,TRUE
SL,-1.137,3.102,Foul,26,gid_2016_06_04_atlmlb_lanmlb_1,87.8,208.368,1167.605,-2.89,5.31,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.25,1.709,Swinging Strike,26,gid_2016_06_04_atlmlb_lanmlb_1,87.6,218.954,1540.636,-5.18,6.36,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.338,2.349,Foul,26,gid_2016_06_04_atlmlb_lanmlb_1,88.1,245.638,1233.823,-5.95,2.65,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.175,2.425,Foul,26,gid_2016_06_04_atlmlb_lanmlb_1,94.1,171.307,2936.851,2.18,14.22,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,0.636,2.422,Foul,26,gid_2016_06_04_atlmlb_lanmlb_1,89.4,194.581,1355.925,-1.78,6.8,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.792,1.209,Swinging Strike,26,gid_2016_06_04_atlmlb_lanmlb_1,86.4,221.814,1219.588,-4.38,4.85,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.194,1.957,"In play, out(s)",27,gid_2016_06_04_atlmlb_lanmlb_1,93.7,180.619,2630.027,-0.14,13.05,X,Clayton Kershaw,Grounded Into DP,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-1.103,3.083,"In play, out(s)",33,gid_2016_06_04_atlmlb_lanmlb_1,93.6,184.818,2478.771,-1.04,12.3,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-1.103,3.656,Foul,34,gid_2016_06_04_atlmlb_lanmlb_1,93.4,185.56,2195.887,-1.06,10.84,S,Clayton Kershaw,Flyout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.809,3.749,Foul,34,gid_2016_06_04_atlmlb_lanmlb_1,82.4,277.275,1027.866,-5.7,-0.78,S,Clayton Kershaw,Flyout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.206,2.346,Foul,34,gid_2016_06_04_atlmlb_lanmlb_1,93.1,177.153,2620.919,0.65,13.07,S,Clayton Kershaw,Flyout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.61,2.308,"In play, out(s)",34,gid_2016_06_04_atlmlb_lanmlb_1,87.8,214.677,1061.712,-3.19,4.57,X,Clayton Kershaw,Flyout,R,Slider,FALSE,TRUE,FALSE,TRUE
CU,0.256,1.681,"In play, out(s)",35,gid_2016_06_04_atlmlb_lanmlb_1,72.9,344.892,1207.319,-2.04,-7.6,X,Clayton Kershaw,Flyout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.035,2.75,Foul Bunt,41,gid_2016_06_04_atlmlb_lanmlb_1,92,188.464,2867.936,-2.15,14.41,S,Clayton Kershaw,Pop Out,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.418,0.76,Swinging Strike (Blocked),41,gid_2016_06_04_atlmlb_lanmlb_1,86.5,229.869,1012.428,-4.18,3.48,S,Clayton Kershaw,Pop Out,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.416,3.265,"In play, out(s)",41,gid_2016_06_04_atlmlb_lanmlb_1,92.6,178.703,2202.631,0.25,11.02,X,Clayton Kershaw,Pop Out,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.161,3.469,Foul Tip,42,gid_2016_06_04_atlmlb_lanmlb_1,93,173.987,2133.378,1.13,10.66,S,Clayton Kershaw,Single,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.15,1.611,"In play, no out",42,gid_2016_06_04_atlmlb_lanmlb_1,93,181.381,2866.341,-0.35,14.27,X,Clayton Kershaw,Single,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.088,3.56,Swinging Strike,43,gid_2016_06_04_atlmlb_lanmlb_1,92.4,181.559,2938.084,-0.41,14.87,S,Clayton Kershaw,Flyout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.135,1.733,Swinging Strike,43,gid_2016_06_04_atlmlb_lanmlb_1,87.4,208.884,1769.664,-4.5,8.11,S,Clayton Kershaw,Flyout,L,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.263,1.432,Foul,43,gid_2016_06_04_atlmlb_lanmlb_1,88.2,219.207,1258.448,-4.2,5.11,S,Clayton Kershaw,Flyout,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.322,2.879,"In play, out(s)",43,gid_2016_06_04_atlmlb_lanmlb_1,93.8,191.227,3021.348,-2.95,14.82,X,Clayton Kershaw,Flyout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,0.307,0.873,Swinging Strike (Blocked),44,gid_2016_06_04_atlmlb_lanmlb_1,86.9,223.545,791.883,-2.95,3.06,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.087,2.651,Foul,44,gid_2016_06_04_atlmlb_lanmlb_1,86.4,233.235,1368.747,-5.89,4.35,S,Clayton Kershaw,Groundout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.227,2.122,"In play, out(s)",44,gid_2016_06_04_atlmlb_lanmlb_1,86.9,231.756,856.006,-3.61,2.8,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.907,1.912,Swinging Strike,8,gid_2016_06_10_lanmlb_sfnmlb_1,92.9,178.685,3198.785,0.37,16.17,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.642,2.535,Swinging Strike,8,gid_2016_06_10_lanmlb_sfnmlb_1,93.8,177.036,2788.107,0.72,13.87,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.054,2.658,"In play, out(s)",9,gid_2016_06_10_lanmlb_sfnmlb_1,93.8,169.655,2781.591,2.48,13.55,X,Clayton Kershaw,Flyout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.455,2.862,"In play, run(s)",10,gid_2016_06_10_lanmlb_sfnmlb_1,89.8,195.162,1357.397,-1.82,6.66,X,Clayton Kershaw,Home Run,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,-0.56,1.873,Swinging Strike,11,gid_2016_06_10_lanmlb_sfnmlb_1,87.7,258.398,927.537,-4.78,0.94,S,Clayton Kershaw,Lineout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.152,2.987,"In play, out(s)",11,gid_2016_06_10_lanmlb_sfnmlb_1,93.6,182.788,2178.544,-0.53,10.83,X,Clayton Kershaw,Lineout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.795,1.992,Swinging Strike,15,gid_2016_06_10_lanmlb_sfnmlb_1,85.8,255.506,603.385,-3.11,0.76,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.801,2.571,Swinging Strike,15,gid_2016_06_10_lanmlb_sfnmlb_1,93.5,164.585,2610.689,3.47,12.56,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
CU,0.454,2.08,Foul,15,gid_2016_06_10_lanmlb_sfnmlb_1,74,358.695,1835.238,-0.27,-11.74,S,Clayton Kershaw,Strikeout,L,Curve Ball,TRUE,FALSE,FALSE,TRUE
FF,-0.528,3.28,Swinging Strike,15,gid_2016_06_10_lanmlb_sfnmlb_1,93.6,171.12,2329.098,1.79,11.4,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.034,3.81,Swinging Strike,16,gid_2016_06_10_lanmlb_sfnmlb_1,93.2,166.501,2482.366,2.9,12.06,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.957,2.786,Swinging Strike,16,gid_2016_06_10_lanmlb_sfnmlb_1,93.8,172.315,2782.7,1.85,13.67,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.091,2.604,Foul,17,gid_2016_06_10_lanmlb_sfnmlb_1,93.6,175.949,2483.478,0.87,12.19,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,0.143,2.801,Foul,17,gid_2016_06_10_lanmlb_sfnmlb_1,89.1,175.845,837.392,0.31,4.27,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
SL,0.152,1.905,Swinging Strike,17,gid_2016_06_10_lanmlb_sfnmlb_1,89,185.005,989.012,-0.45,5.14,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
