pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand,Pitch_Type,Foul,InPlay,Miss,Swing
FF,-0.431,2.818,Swinging Strike,21,gid_2016_06_10_lanmlb_sfnmlb_1,92.6,171.512,2361.33,1.75,11.7,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-1.085,2.567,Swinging Strike,21,gid_2016_06_10_lanmlb_sfnmlb_1,94.9,176.322,2065.499,0.65,10.04,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.643,1.23,"In play, out(s)",22,gid_2016_06_10_lanmlb_sfnmlb_1,93.6,174.424,2506.917,1.2,12.24,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.891,3.05,"In play, out(s)",23,gid_2016_06_10_lanmlb_sfnmlb_1,93.2,175.058,2241.34,0.96,11.05,X,Clayton Kershaw,Flyout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.728,2.227,"In play, out(s)",27,gid_2016_06_10_lanmlb_sfnmlb_1,86.8,248.144,805.674,-3.97,1.55,X,Clayton Kershaw,Groundout,L,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.263,2.375,Foul,28,gid_2016_06_10_lanmlb_sfnmlb_1,93.5,166.795,2434.175,2.75,11.68,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,0.183,0.867,Foul,28,gid_2016_06_10_lanmlb_sfnmlb_1,74.2,358.027,1613.65,-0.35,-10.26,S,Clayton Kershaw,Strikeout,R,Curve Ball,TRUE,FALSE,FALSE,TRUE
SL,-0.344,0.843,Swinging Strike (Blocked),28,gid_2016_06_10_lanmlb_sfnmlb_1,88.3,243.856,1112.961,-5.22,2.52,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.416,2.236,Swinging Strike,29,gid_2016_06_10_lanmlb_sfnmlb_1,87.6,219.486,1088.844,-3.66,4.4,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
CU,0.569,1.122,"In play, out(s)",29,gid_2016_06_10_lanmlb_sfnmlb_1,74.2,345.179,1613.086,-2.63,-10.02,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,0.518,3.422,Swinging Strike,34,gid_2016_06_10_lanmlb_sfnmlb_1,92.4,171.3,2493.682,1.88,12.24,S,Clayton Kershaw,Groundout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
CU,-0.336,2.296,Swinging Strike,34,gid_2016_06_10_lanmlb_sfnmlb_1,72.3,1.172,1884.348,0.25,-12.3,S,Clayton Kershaw,Groundout,L,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,-0.906,2.132,"In play, out(s)",34,gid_2016_06_10_lanmlb_sfnmlb_1,88.6,194.527,1192.993,-1.54,5.9,X,Clayton Kershaw,Groundout,L,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.768,3.693,Swinging Strike,35,gid_2016_06_10_lanmlb_sfnmlb_1,92.9,180.511,2512.39,-0.11,12.52,S,Clayton Kershaw,Single,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
CU,0.568,1.985,"In play, no out",35,gid_2016_06_10_lanmlb_sfnmlb_1,74.1,356.438,1796.704,-0.72,-11.56,X,Clayton Kershaw,Single,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
SL,-0.365,1.772,Swinging Strike,36,gid_2016_06_10_lanmlb_sfnmlb_1,87.3,234.001,909.907,-3.88,2.77,S,Clayton Kershaw,Single,L,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.624,1.219,"In play, no out",36,gid_2016_06_10_lanmlb_sfnmlb_1,89.1,191.333,1288.986,-1.3,6.43,X,Clayton Kershaw,Single,L,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.883,2.244,Swinging Strike,37,gid_2016_06_10_lanmlb_sfnmlb_1,93.4,186.822,2322.546,-1.37,11.44,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
CU,-0.818,1.474,Swinging Strike,37,gid_2016_06_10_lanmlb_sfnmlb_1,73.6,354.561,1642.707,-1,-10.53,S,Clayton Kershaw,Strikeout,L,Curve Ball,FALSE,FALSE,TRUE,TRUE
FF,-1.09,2.455,"In play, out(s)",38,gid_2016_06_10_lanmlb_sfnmlb_1,92.7,175.531,2074.657,0.81,10.36,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.547,2.371,Foul,42,gid_2016_06_10_lanmlb_sfnmlb_1,87.2,209.605,1145.283,-2.97,5.19,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.467,1.721,Foul,43,gid_2016_06_10_lanmlb_sfnmlb_1,87.4,206.34,767.14,-1.82,3.63,S,Clayton Kershaw,Single,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.729,2.626,Foul,43,gid_2016_06_10_lanmlb_sfnmlb_1,92.8,167.565,2135.054,2.29,10.37,S,Clayton Kershaw,Single,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.145,2.97,"In play, no out",43,gid_2016_06_10_lanmlb_sfnmlb_1,87.7,197.322,741.386,-1.16,3.69,X,Clayton Kershaw,Single,L,Slider,FALSE,TRUE,FALSE,TRUE
SL,-0.936,2.476,Foul,44,gid_2016_06_10_lanmlb_sfnmlb_1,87,242.018,801.104,-3.78,1.96,S,Clayton Kershaw,Lineout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.699,2.582,Foul,44,gid_2016_06_10_lanmlb_sfnmlb_1,93.7,182.793,2106.213,-0.51,10.42,S,Clayton Kershaw,Lineout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.929,3.123,"In play, out(s)",44,gid_2016_06_10_lanmlb_sfnmlb_1,94,176.865,1943.385,0.53,9.65,X,Clayton Kershaw,Lineout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.669,2.132,Swinging Strike,45,gid_2016_06_10_lanmlb_sfnmlb_1,89,193.389,1087.742,-1.31,5.45,S,Clayton Kershaw,Double,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.562,2.05,"In play, run(s)",45,gid_2016_06_10_lanmlb_sfnmlb_1,87.8,223.576,757.796,-2.75,2.85,X,Clayton Kershaw,Double,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.425,2.542,Swinging Strike,46,gid_2016_06_10_lanmlb_sfnmlb_1,93,167.466,2792.193,3.04,13.65,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.771,1.312,Foul,46,gid_2016_06_10_lanmlb_sfnmlb_1,93.3,180.395,2197.273,-0.08,11.02,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.037,2.637,Swinging Strike,46,gid_2016_06_10_lanmlb_sfnmlb_1,93.4,183.601,2359.35,-0.74,11.78,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.266,2.265,Foul,50,gid_2016_06_10_lanmlb_sfnmlb_1,91.9,172.93,2117.451,1.33,10.66,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.296,2.143,Foul,50,gid_2016_06_10_lanmlb_sfnmlb_1,85.6,269.026,537.704,-2.89,0,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
CU,0.422,1.709,Swinging Strike,50,gid_2016_06_10_lanmlb_sfnmlb_1,73.4,355.732,1494.913,-0.71,-9.52,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
FF,0.047,1.801,"In play, out(s)",51,gid_2016_06_10_lanmlb_sfnmlb_1,92.5,178.447,2153.634,0.29,10.78,X,Clayton Kershaw,Lineout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.437,2.002,Swinging Strike,52,gid_2016_06_10_lanmlb_sfnmlb_1,92.8,178.249,2298.318,0.35,11.43,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.086,1.022,Swinging Strike,52,gid_2016_06_10_lanmlb_sfnmlb_1,86.1,202.492,819.673,-1.67,3.98,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.89,2.444,Foul,52,gid_2016_06_10_lanmlb_sfnmlb_1,92.9,172.837,2376.17,1.48,11.77,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.644,1.439,Swinging Strike,52,gid_2016_06_10_lanmlb_sfnmlb_1,93.4,182.441,2545.608,-0.54,12.71,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.135,1.37,Swinging Strike,56,gid_2016_06_10_lanmlb_sfnmlb_1,87.1,203.433,685.751,-1.45,3.3,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-1.018,1.054,Swinging Strike,56,gid_2016_06_10_lanmlb_sfnmlb_1,85.4,239.778,431.728,-2.03,1.13,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-1.165,1.315,Swinging Strike,56,gid_2016_06_10_lanmlb_sfnmlb_1,87.3,233.03,497.561,-2.11,1.54,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.506,2.521,Foul,57,gid_2016_06_10_lanmlb_sfnmlb_1,93.1,169.894,2392.454,2.12,11.85,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.299,2.116,Foul,57,gid_2016_06_10_lanmlb_sfnmlb_1,89.3,171.861,1328.19,0.97,6.75,S,Clayton Kershaw,Strikeout,L,Slider,TRUE,FALSE,FALSE,TRUE
CU,0.22,1.403,Swinging Strike,57,gid_2016_06_10_lanmlb_sfnmlb_1,73.4,356.821,1503.832,-0.53,-9.63,S,Clayton Kershaw,Strikeout,L,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,-0.321,2.441,"In play, out(s)",58,gid_2016_06_10_lanmlb_sfnmlb_1,87,213.33,1093.179,-3.18,4.79,X,Clayton Kershaw,Lineout,L,Slider,FALSE,TRUE,FALSE,TRUE
SL,-1.566,2.159,Swinging Strike,6,gid_2016_06_15_lanmlb_arimlb_1,88.3,193.054,657.2,-0.78,3.31,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.495,2.951,Swinging Strike,6,gid_2016_06_15_lanmlb_arimlb_1,89.3,206.954,378.132,-0.88,1.69,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.852,3.067,"In play, out(s)",7,gid_2016_06_15_lanmlb_arimlb_1,93.6,175.403,2350.69,0.93,11.54,X,Clayton Kershaw,Pop Out,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.737,2.582,Foul,8,gid_2016_06_15_lanmlb_arimlb_1,86.9,261.564,916.044,-4.8,0.67,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,-1.045,2.509,Foul,8,gid_2016_06_15_lanmlb_arimlb_1,93.7,175.058,2569.627,1.1,12.67,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.075,3.613,Swinging Strike,8,gid_2016_06_15_lanmlb_arimlb_1,93.8,165.229,2561.005,3.27,12.36,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.415,2.316,Foul,14,gid_2016_06_15_lanmlb_arimlb_1,92.5,184.428,2481.641,-0.96,12.34,S,Clayton Kershaw,Home Run,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.506,2.663,"In play, run(s)",14,gid_2016_06_15_lanmlb_arimlb_1,92.7,180.153,2132.822,-0.03,10.64,X,Clayton Kershaw,Home Run,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-0.513,3.011,Foul,15,gid_2016_06_15_lanmlb_arimlb_1,87.7,245.894,776.123,-3.73,1.62,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.356,0.696,Swinging Strike (Blocked),15,gid_2016_06_15_lanmlb_arimlb_1,88.7,174.826,518.296,0.24,2.61,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.467,2.346,Foul,16,gid_2016_06_15_lanmlb_arimlb_1,93.7,176.514,2772.189,0.83,13.57,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.774,2.361,Foul,16,gid_2016_06_15_lanmlb_arimlb_1,88.9,216.622,662.08,-2.05,2.72,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
CU,0.17,1.978,Swinging Strike,16,gid_2016_06_15_lanmlb_arimlb_1,74.2,355.447,1713.673,-0.86,-10.81,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,-0.199,3.113,"In play, out(s)",17,gid_2016_06_15_lanmlb_arimlb_1,87,208.188,678.11,-1.7,3.13,X,Clayton Kershaw,Flyout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,-0.419,1.91,Swinging Strike,21,gid_2016_06_15_lanmlb_arimlb_1,92.7,175.492,2421.721,0.94,11.93,S,Clayton Kershaw,Groundout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.014,2.937,Foul,21,gid_2016_06_15_lanmlb_arimlb_1,93.3,166.341,2653.364,3.11,12.77,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.62,0.381,Foul,21,gid_2016_06_15_lanmlb_arimlb_1,74,2.734,1804.4,0.55,-11.46,S,Clayton Kershaw,Groundout,L,Curve Ball,TRUE,FALSE,FALSE,TRUE
FF,-0.891,2.711,Foul,21,gid_2016_06_15_lanmlb_arimlb_1,93.7,175.632,2632.371,0.99,12.91,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.377,3.535,"In play, out(s)",21,gid_2016_06_15_lanmlb_arimlb_1,74.1,7.611,1533.683,1.27,-9.57,X,Clayton Kershaw,Groundout,L,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-0.557,1.931,Foul,22,gid_2016_06_15_lanmlb_arimlb_1,94,169.024,2437.148,2.27,11.66,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.48,2.847,Swinging Strike,22,gid_2016_06_15_lanmlb_arimlb_1,93.8,179.207,2666.838,0.18,13.24,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,-0.586,2.489,Swinging Strike,22,gid_2016_06_15_lanmlb_arimlb_1,94.3,179.066,2499.386,0.2,12.37,S,Clayton Kershaw,Strikeout,L,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.923,2.247,"In play, out(s)",23,gid_2016_06_15_lanmlb_arimlb_1,88,194.911,649.499,-0.88,3.26,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,-0.955,3.115,"In play, out(s)",28,gid_2016_06_15_lanmlb_arimlb_1,86.9,236.088,663.665,-2.93,1.93,X,Clayton Kershaw,Groundout,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,0.799,0.963,Swinging Strike,29,gid_2016_06_15_lanmlb_arimlb_1,87.4,205.009,1318.579,-2.92,6.22,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,0.166,2.501,"In play, no out",30,gid_2016_06_15_lanmlb_arimlb_1,93.9,165.347,2628.302,3.28,12.52,X,Clayton Kershaw,Double,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.058,2.783,Swinging Strike,31,gid_2016_06_15_lanmlb_arimlb_1,93.6,172.123,2784.813,1.92,13.81,S,Clayton Kershaw,Strikeout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,-0.04,1.511,Swinging Strike,31,gid_2016_06_15_lanmlb_arimlb_1,87.6,224.73,901.252,-3.33,3.32,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.781,2.05,Foul,35,gid_2016_06_15_lanmlb_arimlb_1,92.5,172.124,2383.107,1.66,11.93,S,Clayton Kershaw,Walk,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.301,1.547,Swinging Strike,35,gid_2016_06_15_lanmlb_arimlb_1,87,238.581,756.418,-3.43,2.05,S,Clayton Kershaw,Walk,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.567,1.179,Foul,35,gid_2016_06_15_lanmlb_arimlb_1,87.5,211.349,812.831,-2.23,3.62,S,Clayton Kershaw,Walk,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.52,1.113,Foul,35,gid_2016_06_15_lanmlb_arimlb_1,89.5,197.747,1084.536,-1.72,5.32,S,Clayton Kershaw,Walk,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-1.598,2.839,Foul,35,gid_2016_06_15_lanmlb_arimlb_1,86.7,284.143,297.892,-1.55,-0.44,S,Clayton Kershaw,Walk,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.14,2.509,"In play, out(s)",36,gid_2016_06_15_lanmlb_arimlb_1,94.3,170.936,2700.225,2.09,13.04,X,Clayton Kershaw,Grounded Into DP,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,-0.263,1.767,Foul,37,gid_2016_06_15_lanmlb_arimlb_1,95,166.929,2414.91,2.67,11.45,S,Clayton Kershaw,Flyout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.036,1.613,"In play, out(s)",37,gid_2016_06_15_lanmlb_arimlb_1,94.2,170.845,2791.379,2.19,13.55,X,Clayton Kershaw,Flyout,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.531,1.399,"In play, no out",44,gid_2016_06_15_lanmlb_arimlb_1,92.5,171.724,2717.756,1.98,13.53,X,Clayton Kershaw,Single,L,Four-Seam,FALSE,TRUE,FALSE,TRUE
CU,1.48,1.988,"In play, out(s)",45,gid_2016_06_15_lanmlb_arimlb_1,74.2,1.982,1432.338,0.31,-9.15,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-1.622,3.082,Foul,46,gid_2016_06_15_lanmlb_arimlb_1,93.8,177.966,2313.322,0.41,11.46,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.379,0.173,Swinging Strike (Blocked),46,gid_2016_06_15_lanmlb_arimlb_1,88.7,204.566,1222.409,-2.63,5.72,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,0.021,2.174,"In play, run(s)",47,gid_2016_06_15_lanmlb_arimlb_1,85.6,216.136,627.663,-2,2.7,X,Clayton Kershaw,Single,R,Slider,FALSE,TRUE,FALSE,TRUE
SL,0.109,1.337,Swinging Strike,48,gid_2016_06_15_lanmlb_arimlb_1,87.5,237.38,952.605,-4.27,2.69,S,Clayton Kershaw,Lineout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,0.755,1.869,"In play, out(s)",48,gid_2016_06_15_lanmlb_arimlb_1,88.1,195.861,932.706,-1.34,4.66,X,Clayton Kershaw,Lineout,R,Slider,FALSE,TRUE,FALSE,TRUE
FF,0.34,3.154,Swinging Strike,52,gid_2016_06_15_lanmlb_arimlb_1,92.6,162.652,2366.191,3.53,11.27,S,Clayton Kershaw,Double,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
SL,0.074,2.801,"In play, no out",52,gid_2016_06_15_lanmlb_arimlb_1,86.2,222.23,574.946,-2.07,2.23,X,Clayton Kershaw,Double,R,Slider,FALSE,TRUE,FALSE,TRUE
CU,0.893,-0.391,Swinging Strike (Blocked),53,gid_2016_06_15_lanmlb_arimlb_1,74.1,356.577,1519.797,-0.57,-9.64,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,0.432,1.949,Swinging Strike,53,gid_2016_06_15_lanmlb_arimlb_1,88.1,204.03,1013.466,-2.17,4.83,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,-0.047,1.725,Foul Tip,54,gid_2016_06_15_lanmlb_arimlb_1,86.7,204.346,752.416,-1.66,3.62,S,Clayton Kershaw,Groundout,R,Slider,TRUE,FALSE,FALSE,TRUE
CU,0.444,1.476,Swinging Strike,54,gid_2016_06_15_lanmlb_arimlb_1,73.7,356.813,1534.757,-0.54,-9.8,S,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
CU,0.605,2.857,"In play, out(s)",54,gid_2016_06_15_lanmlb_arimlb_1,72.7,5.372,1665.391,1,-10.72,X,Clayton Kershaw,Groundout,R,Curve Ball,FALSE,TRUE,FALSE,TRUE
SL,-0.195,1.999,Swinging Strike,55,gid_2016_06_15_lanmlb_arimlb_1,86.3,245.606,542.877,-2.64,1.15,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.341,2.671,Foul,59,gid_2016_06_15_lanmlb_arimlb_1,92.4,174.78,2300.47,1.05,11.41,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,0.308,1.859,Swinging Strike,59,gid_2016_06_15_lanmlb_arimlb_1,74.2,352.877,1623.568,-1.27,-10.22,S,Clayton Kershaw,Strikeout,L,Curve Ball,FALSE,FALSE,TRUE,TRUE
SL,-0.575,2.876,Foul,1,gid_2016_06_20_wasmlb_lanmlb_1,88.6,243.906,1184.09,-5.55,2.67,S,Clayton Kershaw,Lineout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.35,2.706,"In play, out(s)",1,gid_2016_06_20_wasmlb_lanmlb_1,94.8,185.946,2164.077,-1.11,10.58,X,Clayton Kershaw,Lineout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-1.108,2.078,Swinging Strike,2,gid_2016_06_20_wasmlb_lanmlb_1,86.9,242.076,608.875,-2.88,1.48,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.071,2.521,Foul,3,gid_2016_06_20_wasmlb_lanmlb_1,94.8,177.273,2478.8,0.58,12.22,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.025,2.782,Swinging Strike,3,gid_2016_06_20_wasmlb_lanmlb_1,88,219.149,1507.604,-5.06,6.17,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.805,2.418,Foul,3,gid_2016_06_20_wasmlb_lanmlb_1,95.1,175.985,2535.75,0.88,12.47,S,Clayton Kershaw,Strikeout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,0.686,3.131,Foul,3,gid_2016_06_20_wasmlb_lanmlb_1,73.6,347.814,1483.943,-1.99,-9.29,S,Clayton Kershaw,Strikeout,L,Curve Ball,TRUE,FALSE,FALSE,TRUE
SL,-0.974,1.202,Swinging Strike,3,gid_2016_06_20_wasmlb_lanmlb_1,89.5,208.205,1548.358,-3.78,7,S,Clayton Kershaw,Strikeout,L,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.415,3.432,Foul,8,gid_2016_06_20_wasmlb_lanmlb_1,93.1,164.568,2526.318,3.35,12.11,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.959,1.839,Foul,8,gid_2016_06_20_wasmlb_lanmlb_1,87.1,224.626,1039.585,-3.86,3.86,S,Clayton Kershaw,Groundout,L,Slider,TRUE,FALSE,FALSE,TRUE
FF,-0.542,3.081,Foul,8,gid_2016_06_20_wasmlb_lanmlb_1,94.3,178.661,2516.033,0.29,12.36,S,Clayton Kershaw,Groundout,L,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.148,1.828,"In play, out(s)",8,gid_2016_06_20_wasmlb_lanmlb_1,74.4,348.912,1570.211,-1.92,-9.89,X,Clayton Kershaw,Groundout,L,Curve Ball,FALSE,TRUE,FALSE,TRUE
FF,-1.121,2.835,Foul,9,gid_2016_06_20_wasmlb_lanmlb_1,92.3,180.112,2116.055,-0.02,10.62,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,0.446,3.186,Swinging Strike,9,gid_2016_06_20_wasmlb_lanmlb_1,93.6,176.641,2650.013,0.77,13,S,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,FALSE,TRUE,TRUE
FF,0.586,3.102,"In play, out(s)",9,gid_2016_06_20_wasmlb_lanmlb_1,93.8,175.027,2357.66,1,11.49,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
SL,-1.15,1.743,Swinging Strike,10,gid_2016_06_20_wasmlb_lanmlb_1,87.7,234.314,1123.453,-4.78,3.39,S,Clayton Kershaw,Groundout,R,Slider,FALSE,FALSE,TRUE,TRUE
SL,0.122,1.898,Foul,10,gid_2016_06_20_wasmlb_lanmlb_1,89.5,195.956,1776.518,-2.5,8.71,S,Clayton Kershaw,Groundout,R,Slider,TRUE,FALSE,FALSE,TRUE
FF,0.518,2.886,Foul,10,gid_2016_06_20_wasmlb_lanmlb_1,94.1,180.179,2595.056,-0.04,12.94,S,Clayton Kershaw,Groundout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
FF,-0.724,2.357,"In play, out(s)",10,gid_2016_06_20_wasmlb_lanmlb_1,94.5,181.359,2314.557,-0.27,11.33,X,Clayton Kershaw,Groundout,R,Four-Seam,FALSE,TRUE,FALSE,TRUE
FF,0.181,2.723,Foul,14,gid_2016_06_20_wasmlb_lanmlb_1,92.8,176.65,2793.289,0.83,14.06,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
SL,-0.115,2.261,Foul,14,gid_2016_06_20_wasmlb_lanmlb_1,84.4,240.902,846.883,-4.05,2.21,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.378,1.58,Foul,14,gid_2016_06_20_wasmlb_lanmlb_1,88.2,232.236,1462.294,-6.11,4.69,S,Clayton Kershaw,Strikeout,R,Slider,TRUE,FALSE,FALSE,TRUE
SL,-0.531,2.585,Swinging Strike,14,gid_2016_06_20_wasmlb_lanmlb_1,86.3,252.64,603.306,-3.11,0.93,S,Clayton Kershaw,Strikeout,R,Slider,FALSE,FALSE,TRUE,TRUE
FF,-0.414,3.395,Foul Tip,15,gid_2016_06_20_wasmlb_lanmlb_1,93.6,184.714,2558.025,-1.05,12.7,S,Clayton Kershaw,Strikeout,R,Four-Seam,TRUE,FALSE,FALSE,TRUE
CU,-0.24,1.698,Swinging Strike,15,gid_2016_06_20_wasmlb_lanmlb_1,73.6,349.433,1388.094,-1.63,-8.81,S,Clayton Kershaw,Strikeout,R,Curve Ball,FALSE,FALSE,TRUE,TRUE
