pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel,Pitcher,Swing,Miss
FF,2020-08-02,92,-1.64360389511622,5.64043555689118,Victor Reyes,622682,545333,field_out,hit_into_play,NA,NA,NA,NA,4,Victor Reyes lines out to left fielder Phillip Ervin.,R,L,R,DET,CIN,X,7,line_drive,1,0,2020,-0.772993589554484,1.54632488653783,-0.44,2.75,NA,NA,NA,0,1,Bot,69.69,79.67,NA,NA,592200,NA,null,4.73491038671651,-133.866508958615,-4.82390684898007,-10.3309377592305,30.055293014166,-12.7593031707025,3.58,1.68,313,87.2,29,92.062,2858,6.42057567189153,631469,545333,592200,571602,518568,553993,571657,640447,669222,592206,-1.64360389511622,0.079,0.102,0.00,1,0,0,3,6,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,0,Bauer,1,0
FF,2020-08-02,92.8,-1.71038140292326,5.5955317266945,Victor Reyes,622682,545333,null,ball,NA,NA,NA,NA,11,null,R,L,R,DET,CIN,B,null,null,0,0,2020,-0.680883312495983,1.56311095742845,-1.14,3.8,NA,NA,NA,0,1,Bot,NA,NA,NA,NA,592200,NA,null,2.97346442099617,-135.087919169723,-2.23156280464785,-8.98624107171176,30.0414461498215,-12.7817503657954,3.48,1.68,NA,NA,NA,93.069,2913,6.47647212683322,631469,545333,592200,571602,518568,553993,571657,640447,669222,592206,-1.71038140292326,null,null,null,null,null,null,null,6,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,92.9,-1.63650635537305,5.41049802552159,Brett Phillips,621433,545333,field_out,hit_into_play,NA,NA,NA,NA,5,Brett Phillips lines out to right fielder Phillip Ervin.,R,L,R,KC,CIN,X,9,line_drive,2,1,2020,-0.847712908188945,1.62143189479309,-0.24,2.26,NA,NA,596748,2,7,Bot,197.8,102.28,NA,NA,592200,NA,null,5.44042428119926,-135.087578353275,-5.81884200317797,-11.5843137696194,30.7105876234586,-11.2587447212337,3.43,1.56,286,86.9,25,92.739,2729,6.33030948430963,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.63650635537305,0.111,0.111,0.00,1,0,0,3,59,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,0,Bauer,1,0
SI,2020-08-19,93.4,-1.70025620970209,5.51016372866087,Brett Phillips,621433,545333,null,foul,NA,NA,NA,NA,1,null,R,L,R,KC,CIN,S,null,null,2,0,2020,-1.11027901791165,1.72729171071466,-0.62,3.01,NA,NA,596748,2,7,Bot,NA,NA,NA,NA,592200,NA,null,5.23436777616041,-135.813844504088,-4.43734195842741,-14.9014621349677,32.9925905142506,-10.1118500609588,3.43,1.56,178,86.5,71,93.169,2712,6.44088335809971,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.70025620970209,null,null,null,null,null,null,null,59,3,Sinker,0,5,0,5,5,0,0,5,Infield shift,Standard,0,Bauer,1,0
SI,2020-08-19,92.2,-1.72871026642572,5.51283368931072,Brett Phillips,621433,545333,null,ball,NA,NA,NA,NA,14,null,R,L,R,KC,CIN,B,null,null,1,0,2020,-1.15836688948765,1.72325390610488,0.66,1.43,NA,NA,596748,2,7,Bot,NA,NA,NA,NA,592200,NA,null,8.58367102964644,-133.80003673943,-8.23166294280438,-15.8274173027174,30.996457484788,-9.82524134916681,3.46,1.67,NA,NA,NA,91.89,2020,6.42156873314856,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.72871026642572,null,null,null,null,null,null,null,59,2,Sinker,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,92.3,-1.69478774557524,5.55219979561798,Brett Phillips,621433,545333,null,ball,NA,NA,NA,NA,11,null,R,L,R,KC,CIN,B,null,null,0,0,2020,-0.994135480942851,1.64186610195405,-1.19,4.32,NA,NA,596748,2,7,Bot,NA,NA,NA,NA,592200,NA,null,3.44643061814794,-134.289355262643,-0.820526304514551,-12.755980699920899,32.8179814894464,-12.5378755673388,2.58,0.94,NA,NA,NA,91.914,2756,6.35993817090292,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.69478774557524,null,null,null,null,null,null,null,59,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,92.9,-1.33299662738369,5.45565323833429,Maikel Franco,596748,545333,walk,ball,NA,NA,NA,NA,14,Maikel Franco walks.,R,R,R,KC,CIN,B,null,null,3,0,2020,-0.927476553614218,1.73540011248523,1.33,1.43,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592200,NA,null,8.87138485643871,-134.714186359083,-8.31900678160284,-13.249904431074,29.9967372999548,-9.35751946296086,3.24,1.44,NA,NA,NA,93.083,2974,6.64579591462793,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.33299662738369,null,null,0.70,1,0,0,null,58,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,NA,Bauer,0,0
FF,2020-08-19,92.8,-1.3075716009649,5.48946045468572,Maikel Franco,596748,545333,null,ball,NA,NA,NA,NA,14,null,R,R,R,KC,CIN,B,null,null,2,0,2020,-0.930286165287323,1.82703392724019,1.45,1.17,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592200,NA,null,9.10764182511752,-134.476707135557,-9.21443066995939,-13.3200542521515,30.5732254935543,-8.10714332486387,3.35,1.49,NA,NA,NA,92.732,2752,6.58731979214355,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.3075716009649,null,null,null,null,null,null,null,58,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,NA,Bauer,0,0
SI,2020-08-19,93.6,-1.37252799099255,5.50617163862833,Maikel Franco,596748,545333,null,ball,NA,NA,NA,NA,14,null,R,R,R,KC,CIN,B,null,null,1,0,2020,-0.993301526768036,1.79858103023917,1.56,1.22,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592200,NA,null,9.77886900446876,-135.649584687911,-9.22076654662308,-14.4932468010943,31.8251100518763,-8.03266627894914,3.35,1.55,NA,NA,NA,93.379,2712,6.54673866001902,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.37252799099255,null,null,null,null,null,null,null,58,2,Sinker,0,5,0,5,5,0,0,5,Strategic,Standard,NA,Bauer,0,0
FC,2020-08-19,85.9,-1.54334033417094,5.54852962112566,Maikel Franco,596748,545333,null,ball,NA,NA,NA,NA,14,null,R,R,R,KC,CIN,B,null,null,0,0,2020,0.527057152734016,0.222190483514163,1.05,1.56,NA,NA,NA,2,7,Bot,NA,NA,NA,NA,592200,NA,null,5.08026971800223,-125.141839626143,-3.7014529568095,4.60089077471769,23.7329712953102,-29.3181774594663,3.35,1.54,NA,NA,NA,86.284,2952,6.33663868005109,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.54334033417094,null,null,null,null,null,null,null,58,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
FC,2020-08-19,85.1,-1.61342528990696,5.51553714737702,Ryan O'Hearn,656811,545333,strikeout,called_strike,NA,NA,NA,NA,13,Ryan O'Hearn called out on strikes.,R,L,R,KC,CIN,S,2,null,3,2,2020,0.476094956886254,-0.132849307901987,-0.94,2.49,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,0.629983263303819,-123.997044363291,-0.578619716899869,4.82594881416337,22.8153267361729,-33.6432426930134,3.41,1.63,NA,NA,NA,85.483,2754,6.28562222189427,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.61342528990696,null,null,0.00,1,0,0,null,57,7,Cutter,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,93.9,-1.51515130116752,5.53793582031348,Ryan O'Hearn,656811,545333,null,foul,NA,NA,NA,NA,8,null,R,L,R,KC,CIN,S,null,null,3,2,2020,-0.793882490840924,1.69857837365812,-0.09,1.81,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,5.45403270228911,-136.435750758155,-7.67054819897404,-11.129726031195,30.8771574401445,-9.45449110596749,3.41,1.58,275,93.8,54,93.797,2739,6.37654052395863,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.51515130116752,null,null,null,null,null,null,null,57,6,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,0,Bauer,1,0
SL,2020-08-19,80,-1.89499568764796,5.34371388452712,Ryan O'Hearn,656811,545333,null,ball,NA,NA,NA,NA,11,null,R,L,R,KC,CIN,B,null,null,2,2,2020,1.74980442403804,-0.0170716051607557,-1.11,3.71,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,-1.56685068557447,-116.389943073764,3.16043790455466,16.1657825958891,22.7063949524227,-33.1707643468355,3.41,1.65,NA,NA,NA,79.615,730,6.1212894682284,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.89499568764796,null,null,null,null,null,null,null,57,5,Slider,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FC,2020-08-19,84.9,-1.58287668963421,5.52454628623102,Ryan O'Hearn,656811,545333,null,called_strike,NA,NA,NA,NA,4,null,R,L,R,KC,CIN,S,null,null,2,1,2020,0.473335825103747,-0.0406441430632879,-0.69,2.77,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,1.15354909316596,-123.785684808372,-0.124214253755676,4.7040866886562,21.9179244701861,-32.763304070178,3.41,1.61,NA,NA,NA,85.273,2702,6.17142145237745,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.58287668963421,null,null,null,null,null,null,null,57,4,Cutter,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,92.7,-1.56022705475409,5.46653520951451,Ryan O'Hearn,656811,545333,null,called_strike,NA,NA,NA,NA,6,null,R,L,R,KC,CIN,S,null,null,2,0,2020,-0.796238216150414,1.68953868493563,0.44,2.63,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,6.84610806316601,-134.801306547079,-5.13805707951704,-11.2172214437209,30.0599788068194,-10.6529505755712,3.24,1.53,NA,NA,NA,92.655,2662,6.35819938347276,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.56022705475409,null,null,null,null,null,null,null,57,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,92.5,-1.58314654513448,5.53789130080579,Ryan O'Hearn,656811,545333,null,ball,NA,NA,NA,NA,1,null,R,L,R,KC,CIN,B,null,null,1,0,2020,-0.801374788508648,1.79317913624035,-0.76,2.91,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,3.83794968737626,-134.644949991406,-4.80772442492644,-10.5836067450191,29.5016869496794,-9.52542022879896,3.41,1.66,NA,NA,NA,92.568,2620,6.33304964619939,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.58314654513448,null,null,null,null,null,null,null,57,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,93.1,-1.33812271448061,5.46842446983618,Ryan O'Hearn,656811,545333,null,ball,NA,NA,NA,NA,12,null,R,L,R,KC,CIN,B,null,null,0,0,2020,-0.75759861526252,1.74712469272919,0.33,3.63,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592200,NA,null,5.97818648176291,-135.517220726569,-2.80506197173068,-10.6411280879698,29.5131921739561,-10.2247185564144,3.41,1.64,NA,NA,NA,93.567,2611,6.53906377960536,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.33812271448061,null,null,null,null,null,null,null,57,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,92.9,-1.36701176187743,5.50861268502906,Jorge Soler,624585,545333,field_out,hit_into_play,NA,NA,NA,NA,6,Jorge Soler pops out to shortstop Freddy Galvis.,R,R,R,KC,CIN,X,6,popup,0,0,2020,-0.715789406075968,1.74159072521925,0.59,2.77,NA,NA,NA,0,7,Bot,116.84,142.97,NA,NA,592200,NA,null,6.58066091628418,-134.998852581487,-5.02990295635889,-10.2133909395495,30.4203365251858,-9.98953754655091,3.63,1.71,142,97.4,65,92.93,2664,6.46277037133086,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.36701176187743,0.024,0.032,0.00,1,0,0,3,56,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,0,Bauer,1,0
SI,2020-08-19,91.7,-1.41593951364888,5.53936093166267,Hunter Dozier,641531,545333,field_out,hit_into_play,NA,NA,NA,NA,9,Hunter Dozier flies out to left fielder Shogo Akiyama.,R,R,R,KC,CIN,X,7,fly_ball,0,0,2020,-1.0367410475838,1.65566231916269,0.37,2.06,NA,NA,NA,2,6,Bot,61.82,71.16,NA,NA,592200,NA,null,6.75837978204928,-133.185319358746,-6.45980045597478,-13.8262816043508,30.4328496977194,-11.270209747174,3.42,1.65,338,87,32,91.392,2866,6.35166646381003,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.41593951364888,0.037,0.047,0.00,1,0,0,3,51,1,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,0,Bauer,1,0
FF,2020-08-19,92.7,-1.609137651898,5.5612378631926,Nicky Lopez,670032,545333,field_out,hit_into_play,NA,NA,NA,NA,5,Nicky Lopez lines out sharply to right fielder Phillip Ervin.,R,L,R,KC,CIN,X,9,line_drive,2,1,2020,-0.56640120033743,1.55476210797739,0.22,2.03,NA,NA,NA,1,6,Bot,187.39,98.31,NA,NA,592200,NA,null,5.92192656464098,-134.752750380982,-6.62645071085338,-8.19053145203175,29.3459222223923,-11.9724532230443,3.05,1.42,280,104.6,15,92.769,2548,6.39282045243956,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.609137651898,0.647,0.707,0.00,1,0,0,5,50,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,0,Bauer,1,0
FF,2020-08-19,93.5,-1.54149738324965,5.47935155721591,Nicky Lopez,670032,545333,null,called_strike,NA,NA,NA,NA,9,null,R,L,R,KC,CIN,S,null,null,2,0,2020,-0.881272518946631,1.52304506636237,0.57,1.55,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,592200,NA,null,7.37428352115085,-135.833103897335,-7.7497813630303,-12.4945270407852,28.5122501230296,-11.7776588259988,2.97,1.36,NA,NA,NA,93.688,2572,6.39585951671906,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.54149738324965,null,null,null,null,null,null,null,50,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
FC,2020-08-19,81.4,-1.7591518104318,5.52968106132196,Nicky Lopez,670032,545333,null,ball,NA,NA,NA,NA,11,null,R,L,R,KC,CIN,B,null,null,1,0,2020,0.405140773493735,-0.284171851322603,-0.5,3.57,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,592200,NA,null,2.05359824632505,-118.657109623688,2.65927709624607,3.51451039814573,20.0482949527119,-35.5228748107055,2.98,1.4,NA,NA,NA,81.809,2740,6.20786232627706,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.7591518104318,null,null,null,null,null,null,null,50,2,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
FC,2020-08-19,81.8,-1.63279340588029,5.55528398801793,Nicky Lopez,670032,545333,null,ball,NA,NA,NA,NA,14,null,R,L,R,KC,CIN,B,null,null,0,0,2020,0.412876408355433,-0.433005431753763,0.38,0.75,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,592200,NA,null,3.75792232133701,-119.234109684905,-3.54074725229232,3.35694135690485,19.7607844810653,-35.9408092770607,3.05,1.39,NA,NA,NA,82.434,2790,6.31433117242417,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.63279340588029,null,null,null,null,null,null,null,50,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
FF,2020-08-19,91.8,-1.37817187197282,5.50736048839772,Whit Merrifield,593160,545333,field_out,hit_into_play,NA,NA,NA,NA,6,"Whit Merrifield grounds out, second baseman Kyle Farmer to first baseman Joey Votto.",R,R,R,KC,CIN,X,4,ground_ball,2,1,2020,-0.794701180014446,1.45363877890451,0.29,2.21,NA,NA,NA,0,6,Bot,152.37,152.42,NA,NA,592200,NA,null,5.96650614322848,-133.529312710334,-5.64167660379732,-10.8112939159791,29.6611029383658,-13.7630191170217,3.34,1.55,67,99.8,2,92.009,2699,6.50883557569493,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.37817187197282,0.542,0.509,0.00,1,0,0,4,49,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,0,Bauer,1,0
SL,2020-08-19,79,-1.63457301618665,5.44667919764545,Whit Merrifield,593160,545333,null,ball,NA,NA,NA,NA,14,null,R,R,R,KC,CIN,B,null,null,1,1,2020,1.61319932484153,-0.0736995204844386,1.2,1.17,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592200,NA,null,3.17450470198456,-114.979923638463,-2.33479842007329,13.6116464583697,22.7378081570834,-32.5895295281858,3.34,1.61,NA,NA,NA,78.826,2755,6.30789173735901,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.63457301618665,null,null,null,null,null,null,null,49,3,Slider,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
KC,2020-08-19,76.7,-1.20471611816034,5.83799484395594,Whit Merrifield,593160,545333,null,ball,NA,NA,NA,NA,14,null,R,R,R,KC,CIN,B,null,null,0,1,2020,0.687770129906276,-1.55050499241366,0.22,0.75,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592200,NA,null,1.76902077340984,-111.632714662818,-0.890773276625089,5.36763805331187,21.8543029981748,-45.1134934738164,3.34,1.58,NA,NA,NA,76.281,2713,6.1738637726855,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.20471611816034,null,null,null,null,null,null,null,49,2,Knuckle Curve,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
FF,2020-08-19,90.7,-1.43390884780745,5.54974007117705,Whit Merrifield,593160,545333,null,called_strike,NA,NA,NA,NA,2,null,R,R,R,KC,CIN,S,null,null,0,0,2020,-0.794959773623029,1.52126040865605,0.04,2.78,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592200,NA,null,5.39996605071048,-132.034297927201,-4.31575918916576,-10.4132688511924,25.8163635681429,-13.6030063464654,3.34,1.54,NA,NA,NA,91.378,2617,6.49338583255034,631422,545333,592200,458015,571657,553993,520471,673451,608671,640447,-1.43390884780745,null,null,null,null,null,null,null,49,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,NA,Bauer,0,0
FF,2020-08-19,96.1,-1.2578168812324,5.46985467133881,Meibrys Viloria,650619,545333,strikeout,swinging_strike,NA,NA,NA,NA,2,Meibrys Viloria strikes out swinging.,R,L,R,KC,CIN,S,2,null,0,2,2020,-0.731954259463016,1.52930942551812,0.13,2.9,NA,NA,609275,2,5,Bot,NA,NA,NA,NA,592200,NA,null,5.33773817064093,-139.917219932282,-4.72185620392034,-10.7899216658876,29.5700171019267,-11.172017768633,3.32,1.51,NA,NA,NA,96.515,2508,6.35416307504262,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.2578168812324,null,null,0.00,1,0,0,null,43,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,1,1
FF,2020-08-19,93.4,-1.45642530075599,5.44229132799985,Meibrys Viloria,650619,545333,null,foul_bunt,NA,NA,NA,NA,3,null,R,L,R,KC,CIN,S,null,null,0,1,2020,-0.850454938654876,1.58743290191484,0.71,3.38,NA,NA,609275,2,5,Bot,NA,NA,NA,NA,592200,NA,null,7.49293062502461,-135.7883892025,-3.05788531932777,-12.1521948091908,29.2980996722796,-12.039098478175,3.32,1.51,NA,NA,NA,93.83,1549,6.55752441987265,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.45642530075599,null,null,null,null,null,null,null,43,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,1,0
FF,2020-08-19,94.1,-1.50546062938034,5.5473817676649,Meibrys Viloria,650619,545333,null,called_strike,NA,NA,NA,NA,9,null,R,L,R,KC,CIN,S,null,null,0,0,2020,-0.935198042106633,1.62644664236876,0.31,1.55,NA,NA,609275,2,5,Bot,NA,NA,NA,NA,592200,NA,null,6.78874593267153,-136.679500109071,-8.25537443399939,-13.2007702598453,29.1914597589415,-10.1290527636999,3.18,1.5,NA,NA,NA,94.172,2775,6.36354977523863,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.50546062938034,null,null,null,null,null,null,null,43,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,0,0
KC,2020-08-19,79.8,-1.26410578579848,5.77560335723792,Adalberto Mondesi,609275,545333,single,hit_into_play_no_out,NA,NA,NA,NA,8,Adalberto Mondesi singles on a sharp line drive to right fielder Nick Castellanos.,R,L,R,KC,CIN,X,9,line_drive,0,1,2020,0.868951120541173,-1.40561711944483,0.15,1.53,NA,NA,NA,2,5,Bot,190.42,120.8,NA,NA,592200,NA,null,1.47121517938959,-116.052029625223,0.174809479373088,7.3982679263885,26.2079203898557,-44.9769312313828,3.45,1.58,180,102.7,11,78.843,2994,6.12602243821915,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.26410578579848,0.903,0.878,0.90,1,1,0,4,42,2,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,0,Bauer,1,0
FC,2020-08-19,84.7,-1.56498938050539,5.55111432741633,Adalberto Mondesi,609275,545333,null,swinging_strike,NA,NA,NA,NA,1,null,R,L,R,KC,CIN,S,null,null,0,0,2020,0.541486216314962,-0.112021855794605,-0.33,3.38,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,592200,NA,null,1.79907241443712,-123.437873509067,1.41998630720111,5.24187570314541,22.5523097392742,-33.7834533978614,3.45,1.58,NA,NA,NA,84.787,2810,6.07862301282262,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.56498938050539,null,null,null,null,null,null,null,42,1,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,NA,Bauer,1,1
SI,2020-08-19,94.2,-1.37412591799492,5.50916124001075,Brett Phillips,621433,545333,strikeout,called_strike,NA,NA,NA,NA,7,Brett Phillips called out on strikes.,R,L,R,KC,CIN,S,2,null,3,2,2020,-1.09179127041038,1.55640272277356,-0.66,2.18,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592200,NA,null,4.29149756150972,-137.033198225312,-6.41268161243726,-14.7069529823649,29.9919612718965,-11.3385199294638,3.43,1.69,NA,NA,NA,94.397,2751,6.40087132788974,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.37412591799492,null,null,0.00,1,0,0,null,41,7,Sinker,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,93.4,-1.46911398933062,5.49485917499203,Brett Phillips,621433,545333,null,foul,NA,NA,NA,NA,2,null,R,L,R,KC,CIN,S,null,null,3,2,2020,-0.825834925241881,1.56728568596104,-0.12,3.26,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592200,NA,null,5.31352657675422,-135.906376726492,-3.48200791980863,-11.3895887744502,28.9421635861921,-12.1598590124278,3.43,1.56,225,75.4,46,93.829,2984,6.48042573368836,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.46911398933062,null,null,null,null,null,null,null,41,6,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,0,Bauer,1,0
FF,2020-08-19,94,-1.50673926989423,5.58010152970661,Brett Phillips,621433,545333,null,ball,NA,NA,NA,NA,11,null,R,L,R,KC,CIN,B,null,null,2,2,2020,-0.990196322389999,1.68555518520247,-1.53,3.36,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592200,NA,null,2.13262866243582,-136.783890896171,-3.72054574814386,-12.8714150145374,32.2023995666246,-10.4680628646806,3.43,1.79,NA,NA,NA,93.563,2727,6.18411565484395,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.50673926989423,null,null,null,null,null,null,null,41,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,0,0
FC,2020-08-19,84.8,-1.63846684451427,5.47555444402976,Brett Phillips,621433,545333,null,foul,NA,NA,NA,NA,9,null,R,L,R,KC,CIN,S,null,null,2,1,2020,0.508025807608274,-0.301152528233151,0.37,1.69,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592200,NA,null,3.68054643257782,-123.589105826018,-2.0114825540807,4.61448575195768,21.5347663913069,-35.1247774609464,3.43,1.56,NA,NA,NA,85.205,3107,6.18680896413265,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.63846684451427,null,null,null,null,null,null,null,41,4,Cutter,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,1,0
FC,2020-08-19,84.7,-1.64317621095745,5.47180839826209,Brett Phillips,621433,545333,null,ball,NA,NA,NA,NA,13,null,R,L,R,KC,CIN,B,null,null,1,1,2020,0.493327608900496,-0.156423990857022,-0.94,2.12,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592200,NA,null,0.656748607463518,-123.583364035829,-1.30736100584494,5.00651342233922,20.70785993963,-33.7571491986407,3.43,1.75,NA,NA,NA,85.528,2880,6.32252450759912,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.64317621095745,null,null,null,null,null,null,null,41,3,Cutter,0,4,0,4,4,0,0,4,Infield shift,Standard,NA,Bauer,0,0
FF,2020-08-19,93.3,-1.39349617841291,5.52948917524588,Brett Phillips,621433,545333,null,foul,NA,NA,NA,NA,6,null,R,L,R,KC,CIN,S,null,null,1,0,2020,-0.863409168453896,1.65010793017712,0.44,2.46,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592200,NA,null,6.61636235286197,-135.63853980031,-5.80094395598178,-12.0674481953425,27.8600853891231,-10.6832972486683,3.43,1.56,253,79.2,34,93.641,2744,6.405402074909,631422,545333,592200,458015,571657,553993,520471,673451,608671,592206,-1.39349617841291,null,null,null,null,null,null,null,41,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,0,Bauer,1,0
