pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel,Pitcher,Swing,Miss
FF,2020-09-25,91.6,1.47,6.17,Jared Walsh,665120,477132,null,called_strike,NA,NA,NA,NA,4,null,R,L,L,LAD,LAA,S,null,null,0,0,2020,-0.2,1.7,-0.34,2.29,NA,664058,NA,0,1,Top,NA,NA,NA,NA,605131,NA,null,-4.21255133486998,-133.287804919627,-7.59082006733061,-1.00244938303037,28.0100235016628,-10.6502915774519,3.48,1.61,NA,NA,NA,91.6,2482,6.2,631336,477132,605131,571970,571771,457759,608369,572041,641355,605141,1.47,null,null,null,null,null,null,null,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,NA,Kershaw,0,0
CU,2020-09-25,73.3,1.27,6.44,David Fletcher,664058,477132,double,hit_into_play_no_out,NA,NA,NA,NA,8,David Fletcher doubles (12) on a ground ball to left fielder AJ Pollock.,R,R,L,LAD,LAA,X,7,ground_ball,0,1,2020,-0.6,-1.3,-0.15,1.83,NA,NA,NA,0,1,Top,96.75,172.79,NA,NA,605131,NA,null,-1.78779831408162,-106.758855232439,0.223950593891797,-4.39133067678357,18.9256644795219,-42.2355831405348,3.19,1.53,49,94.1,0,73.1,2412,6.2,631336,477132,605131,571970,571771,457759,608369,572041,641355,605141,1.27,0.343,0.309,1.25,1,1,1,2,1,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,0,Kershaw,1,0
FF,2020-09-25,91.1,1.65,6.23,David Fletcher,664058,477132,null,foul,NA,NA,NA,NA,5,null,R,R,L,LAD,LAA,S,null,null,0,0,2020,0,1.9,0.01,2.49,NA,NA,NA,0,1,Top,NA,NA,NA,NA,605131,NA,null,-4.14687227371484,-132.523337235771,-7.49347552775874,1.18135654821824,27.5347359471424,-8.73235443680462,3.19,1.53,137,72.7,16,90.8,2606,6.1,631336,477132,605131,571970,571771,457759,608369,572041,641355,605141,1.65,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,0,Kershaw,1,0
FF,2020-07-23,97.7,-1.8388741687377,5.55275468709723,Victor Robles,645302,543037,strikeout,called_strike,NA,NA,NA,NA,9,Victor Robles called out on strikes.,R,R,R,WSH,NYY,S,2,null,2,2,2020,-0.949709983021924,1.3779386642385,0.81,1.8,NA,NA,452678,2,5,Bot,NA,NA,NA,NA,596142,NA,null,9.35496390214813,-141.894125422088,-7.8509189581216,-14.8453726185326,28.9743803678337,-11.9053346353538,3.56,1.75,NA,NA,NA,98.598,2601,6.65683340408312,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.8388741687377,null,null,0.00,1,0,0,null,41,5,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,0,0
SL,2020-07-23,90.5,-1.72231706516171,5.72870899531731,Victor Robles,645302,543037,null,blocked_ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,1,2,2020,0.153696198661981,0.215236324032263,2.54,0.67,NA,NA,452678,2,5,Bot,NA,NA,NA,NA,596142,NA,null,10.3564258084373,-131.427328288832,-7.20513482649644,-0.215544885147867,25.4892115883195,-28.3716314303879,3.49,1.65,NA,NA,NA,91.278,2718,6.67827973888773,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.72231706516171,null,null,null,null,null,null,null,41,4,Slider,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,0,0
SL,2020-07-23,89.6,-1.77922465451053,5.72246835502155,Victor Robles,645302,543037,null,blocked_ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,0,2,2020,0.232175026809768,0.298514769192498,1.02,0.59,NA,NA,452678,2,5,Bot,NA,NA,NA,NA,596142,NA,null,6.43299834144907,-130.327698585591,-7.41509871359288,1.56167374014994,22.6743692789274,-27.5787360065437,3.43,1.73,NA,NA,NA,90.454,2547,6.44970160181346,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.77922465451053,null,null,null,null,null,null,null,41,3,Slider,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,97.5,-1.60901366112978,5.64886633125992,Victor Robles,645302,543037,null,called_strike,NA,NA,NA,NA,5,null,R,R,R,WSH,NYY,S,null,null,0,1,2020,-0.925002292590435,1.56297215660893,0.02,2.94,NA,NA,452678,2,5,Bot,NA,NA,NA,NA,596142,NA,null,6.54701315102847,-141.739390630971,-5.38059253695832,-13.9661602350194,32.3033304137065,-10.053207443067,3.56,1.73,NA,NA,NA,98.027,2554,6.63187995023745,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.60901366112978,null,null,null,null,null,null,null,41,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,95.9,-1.68329484916706,5.61963540587475,Victor Robles,645302,543037,null,called_strike,NA,NA,NA,NA,12,null,R,R,R,WSH,NYY,S,null,null,0,0,2020,-0.889363587367979,1.48080828429415,0.96,2.85,NA,NA,452678,2,5,Bot,NA,NA,NA,NA,596142,NA,null,9.02425853019447,-139.300596471465,-5.0707976866822,-13.6298494756364,31.8558210461471,-11.9223221342673,3.56,1.81,NA,NA,NA,96.09,2476,6.53601616396586,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.68329484916706,null,null,null,null,null,null,null,41,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,0,0
KC,2020-07-23,87,-1.70124999840141,5.63007533117399,Andrew Stevenson,664057,543037,strikeout,swinging_strike_blocked,NA,NA,NA,NA,14,Andrew Stevenson strikes out swinging.,R,L,R,WSH,NYY,S,2,null,1,2,2020,0.710841631971657,-1.11485895650557,1.12,0.38,NA,NA,452678,1,5,Bot,NA,NA,NA,NA,596142,NA,null,5.31750152750826,-126.645508473537,-4.11963243219237,6.51139545385058,26.7095962141192,-43.48685539863,3.37,1.53,NA,NA,NA,87.003,2962,6.34503233659517,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.70124999840141,null,null,0.00,1,0,0,null,40,4,Knuckle Curve,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,1,1
FF,2020-07-23,97.6,-1.7901342006784,5.58180656851206,Andrew Stevenson,664057,543037,null,swinging_strike,NA,NA,NA,NA,11,null,R,L,R,WSH,NYY,S,null,null,1,1,2020,-1.08595416085882,1.43940408341504,-0.96,3.34,NA,NA,452678,1,5,Bot,NA,NA,NA,NA,596142,NA,null,4.76155965175986,-142.15572042896,-3.89858583736479,-15.8192476104911,30.9787368681407,-11.9227840308528,3.37,1.53,NA,NA,NA,98.571,2425,6.67106211233121,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.7901342006784,null,null,null,null,null,null,null,40,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,1,1
FF,2020-07-23,96.7,-1.83143865775443,5.44046215494926,Andrew Stevenson,664057,543037,null,swinging_strike,NA,NA,NA,NA,12,null,R,L,R,WSH,NYY,S,null,null,1,0,2020,-0.938047963802572,1.41870465323949,0.02,3.74,NA,NA,452678,1,5,Bot,NA,NA,NA,NA,596142,NA,null,7.13727699702195,-140.732049117924,-2.22836894640848,-14.088685608174,32.0048673133495,-13.0162210736058,3.37,1.53,NA,NA,NA,97.435,2425,6.70375227272813,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.83143865775443,null,null,null,null,null,null,null,40,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,1,1
KC,2020-07-23,83.7,-1.82954909526848,5.66500199092396,Andrew Stevenson,664057,543037,null,ball,NA,NA,NA,NA,14,null,R,L,R,WSH,NYY,B,null,null,0,0,2020,0.734184495390739,-0.917118654122666,0.57,1.14,NA,NA,452678,1,5,Bot,NA,NA,NA,NA,596142,NA,null,4.10249834886521,-121.81426747079,-2.19476323817566,6.47474004851782,24.4733894752885,-41.0671836508799,3.04,1.44,NA,NA,NA,83.852,2801,6.43298683703418,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.82954909526848,null,null,null,null,null,null,null,40,1,Knuckle Curve,1,4,1,4,4,1,1,4,Standard,Standard,NA,Cole,0,0
SL,2020-07-23,90.3,-1.99134833530466,5.44363618981959,Asdrubal Cabrera,452678,543037,walk,ball,NA,NA,NA,NA,11,Asdrubal Cabrera walks.,R,L,R,WSH,NYY,B,null,null,3,2,2020,0.382773142500071,0.335271577514566,-0.07,3.63,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,596142,NA,null,3.98363000916687,-131.639487116324,0.64577641063701,3.7122451308167,25.4312794640827,-28.5709550665775,3.33,1.62,NA,NA,NA,90.924,2434,6.36724851167707,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.99134833530466,null,null,0.70,1,0,0,null,39,6,Slider,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
SL,2020-07-23,89.8,-1.73155102192517,5.60741415633494,Asdrubal Cabrera,452678,543037,null,ball,NA,NA,NA,NA,14,null,R,L,R,WSH,NYY,B,null,null,2,2,2020,0.555901505984751,0.246283319184704,2.17,-0.27,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,596142,NA,null,8.49206385559826,-130.341508159695,-9.08867969552508,4.54533088824035,27.4737084912858,-27.5889065163405,3.37,1.65,NA,NA,NA,89.895,2507,6.49415057339589,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.73155102192517,null,null,null,null,null,null,null,39,5,Slider,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
FF,2020-07-23,96.3,-1.97115872636582,5.4575367566463,Asdrubal Cabrera,452678,543037,null,foul,NA,NA,NA,NA,2,null,R,L,R,WSH,NYY,S,null,null,2,1,2020,-0.943365162625714,1.37611674019595,-0.22,2.96,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,596142,NA,null,6.82512044765686,-140.202728337443,-4.23907700487005,-13.9439482599371,29.4139289836489,-13.2066007521581,3.37,1.53,387,107.4,26,97.066,2418,6.53430298320385,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.97115872636582,null,null,null,null,null,null,null,39,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,1,Cole,1,0
FF,2020-07-23,96.1,-1.78730878710435,5.45362732033734,Asdrubal Cabrera,452678,543037,null,ball,NA,NA,NA,NA,14,null,R,L,R,WSH,NYY,B,null,null,1,1,2020,-0.931586376275629,1.44074487886708,0.89,1.64,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,596142,NA,null,9.2402039348411,-139.611947613358,-7.82300713735336,-14.1927024988994,29.4579379225187,-11.7024798416635,3.41,1.73,NA,NA,NA,96.708,2479,6.58473796572894,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.78730878710435,null,null,null,null,null,null,null,39,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
KC,2020-07-23,80.6,-1.79708788815082,5.62838842608723,Asdrubal Cabrera,452678,543037,null,ball,NA,NA,NA,NA,13,null,R,L,R,WSH,NYY,B,null,null,0,1,2020,1.1401365322589,-0.892282776832771,-1.31,2.08,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,596142,NA,null,-1.08468689749692,-117.431391266748,0.46720915805458,10.7571311313789,22.2247795806935,-40.7347665473794,3.33,1.65,NA,NA,NA,80.854,2751,6.39199254735802,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.79708788815082,null,null,null,null,null,null,null,39,2,Knuckle Curve,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
FF,2020-07-23,95.6,-1.99214530377208,5.4351470701145,Asdrubal Cabrera,452678,543037,null,called_strike,NA,NA,NA,NA,6,null,R,L,R,WSH,NYY,S,null,null,0,0,2020,-0.836167754537251,1.26498831064013,0.29,2.3,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,596142,NA,null,7.95629900522694,-139.002890339473,-5.55899672537662,-12.560507804822,29.0544715191492,-14.6816582806486,3.22,1.62,NA,NA,NA,96.456,2495,6.67096512645359,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.99214530377208,null,null,null,null,null,null,null,39,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
FF,2020-07-23,96.2,-1.85118476261596,5.38840543638215,Kurt Suzuki,435559,543037,field_out,hit_into_play,NA,NA,NA,NA,5,Kurt Suzuki flies out to right fielder Aaron Judge in foul territory.,R,R,R,WSH,NYY,X,9,fly_ball,2,1,2020,-0.859605760834495,1.34775274208603,0.13,2.7,NA,NA,NA,0,5,Bot,194.74,135.42,NA,NA,596142,NA,null,7.24143462396082,-140.065841546939,-4.70467678541392,-12.8621905585782,27.9838785616292,-13.4945151799017,3.34,1.52,223,79.8,52,97.162,2514,6.54633518158994,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.85118476261596,0.034,0.036,0.00,1,0,0,3,38,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,0,Cole,1,0
FF,2020-07-23,95.8,-1.84946372467879,5.59335309457424,Kurt Suzuki,435559,543037,null,ball,NA,NA,NA,NA,12,null,R,R,R,WSH,NYY,B,null,null,1,1,2020,-0.792460536990525,1.47401271399954,0.24,3.87,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,596142,NA,null,7.35914078075162,-139.475081995451,-2.34848794579829,-11.9099570420679,28.1343529479747,-12.4852593957775,3.12,1.52,NA,NA,NA,96.822,2392,6.61238633586827,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.84946372467879,null,null,null,null,null,null,null,38,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
SL,2020-07-23,86.9,-1.80215693389897,5.7004507574895,Kurt Suzuki,435559,543037,null,foul,NA,NA,NA,NA,5,null,R,R,R,WSH,NYY,S,null,null,1,0,2020,0.521035183919515,0.323496854425948,0.17,2.49,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,596142,NA,null,3.66654827027787,-126.691459617958,-2.28500987022198,5.05439251449513,21.6554398451369,-28.4330487722335,3.34,1.52,70,69.4,79,87.722,2334,6.34020981583941,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.80215693389897,null,null,null,null,null,null,null,38,2,Slider,1,4,1,4,4,1,1,4,Infield shift,Standard,0,Cole,1,0
SL,2020-07-23,88.7,-1.76709642749483,5.67243222204073,Kurt Suzuki,435559,543037,null,ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,0,0,2020,0.346934598641011,0.597859227127173,0.71,1.08,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,596142,NA,null,5.34166118350581,-129.090605418208,-6.5518091059846,3.01900152927397,22.0472383473699,-24.433161331661,3.12,1.52,NA,NA,NA,89.653,2395,6.47020204342173,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.76709642749483,null,null,null,null,null,null,null,38,1,Slider,1,4,1,4,4,1,1,4,Infield shift,Standard,NA,Cole,0,0
FF,2020-07-23,96.1,-1.92051073437999,5.61565012239181,Eric Thames,519346,543037,field_out,hit_into_play,NA,NA,NA,NA,4,Eric Thames lines out to center fielder Aaron Hicks.,R,L,R,WSH,NYY,X,8,line_drive,0,0,2020,-0.866240300009744,1.33006702059802,-0.59,2.61,NA,NA,NA,2,4,Bot,117.95,48.07,NA,NA,596142,NA,null,5.48876174189474,-139.745871996821,-5.36655512079354,-12.5974427486676,32.1760413222688,-13.7335333222711,3.23,1.48,358,98.5,22,96.174,2547,6.41849881652156,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.92051073437999,0.511,0.674,0.00,1,0,0,5,30,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shift,Standard,0,Cole,1,0
FF,2020-07-23,97.6,-1.81663575187027,5.47999045566956,Howie Kendrick,435062,543037,field_out,hit_into_play,NA,NA,NA,NA,11,Howie Kendrick lines out to second baseman Tyler Wade.,R,R,R,WSH,NYY,X,4,line_drive,3,1,2020,-1.20975909035304,1.39618987100789,-1.05,2.9,NA,NA,NA,1,4,Bot,124.72,138.44,NA,NA,596142,NA,null,4.89190645234181,-142.080026411456,-4.70656809547006,-17.5115357338064,31.7177433230142,-12.3661154213555,3.32,1.51,151,60.7,21,98.32,2532,6.61463354654238,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.81663575187027,0.497,0.447,0.00,1,0,0,2,29,5,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,0,Cole,1,0
FF,2020-07-23,96.9,-1.91450653049032,5.40922114045089,Howie Kendrick,435062,543037,null,ball,NA,NA,NA,NA,11,null,R,R,R,WSH,NYY,B,null,null,2,1,2020,-1.04472767107602,1.19333285066109,-1.82,2.44,NA,NA,NA,1,4,Bot,NA,NA,NA,NA,596142,NA,null,2.64061165129152,-141.001800780114,-5.12233142059895,-14.5366272112737,32.2189456200067,-15.2978582618677,3.2,1.42,NA,NA,NA,97.299,2521,6.52836199861061,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.91450653049032,null,null,null,null,null,null,null,29,4,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,97,-1.78686514880266,5.41504084509577,Howie Kendrick,435062,543037,null,foul,NA,NA,NA,NA,5,null,R,R,R,WSH,NYY,S,null,null,2,0,2020,-0.94906409710334,1.29124644498878,-0.04,2.43,NA,NA,NA,1,4,Bot,NA,NA,NA,NA,596142,NA,null,6.84801669670647,-141.10512533479601,-5.42828554834702,-14.2305277918428,31.6227631477219,-13.8628422297257,3.32,1.51,176,70.5,59,97.339,2550,6.46452932909935,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.78686514880266,null,null,null,null,null,null,null,29,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,0,Cole,1,0
FF,2020-07-23,95.5,-1.68940370209929,5.57736341169604,Howie Kendrick,435062,543037,null,ball,NA,NA,NA,NA,12,null,R,R,R,WSH,NYY,B,null,null,1,0,2020,-0.630964371221868,1.47307268303608,0.8,3.61,NA,NA,NA,1,4,Bot,NA,NA,NA,NA,596142,NA,null,8.00295097799493,-138.791340280264,-2.85726027990209,-9.97310639721627,31.7381048214324,-12.7074517643936,3.17,1.45,NA,NA,NA,95.696,2555,6.52203339979701,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.68940370209929,null,null,null,null,null,null,null,29,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
KC,2020-07-23,83.5,-1.71113738791507,5.65582623940896,Howie Kendrick,435062,543037,null,ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,0,0,2020,0.998037984505781,-0.985287024905531,0.71,1.2,NA,NA,NA,1,4,Bot,NA,NA,NA,NA,596142,NA,null,3.61581784749189,-121.514211422042,-1.85539539923558,9.09730305679641,25.1850062692926,-41.7355568616755,3.17,1.46,NA,NA,NA,83.659,2893,6.52162418355154,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.71113738791507,null,null,null,null,null,null,null,29,1,Knuckle Curve,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,98.3,-1.82663084573925,5.48816707370679,Starlin Castro,516770,543037,field_out,hit_into_play,NA,NA,NA,NA,5,Starlin Castro flies out to right fielder Aaron Judge.,R,R,R,WSH,NYY,X,9,fly_ball,3,2,2020,-0.684317884227327,1.48004867491704,0.25,2.69,NA,NA,NA,0,4,Bot,198.88,119.45,NA,NA,596142,NA,null,7.23261780078175,-142.888961271954,-5.56114717807662,-11.0284547613229,32.4558769502836,-10.7847265828615,3.47,1.59,256,88.9,46,98.711,2530,6.54639091962074,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.82663084573925,0.003,0.003,0.00,1,0,0,3,28,6,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,0,Cole,1,0
SL,2020-07-23,89.6,-1.72604122207306,5.61302293519457,Starlin Castro,516770,543037,null,ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,2,2,2020,0.451939784348237,0.108985361893951,0.54,1.44,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,596142,NA,null,4.66674358903304,-130.393230667911,-4.57792218925888,4.19626946766241,27.0050704547531,-30.1816839485893,3.68,1.73,NA,NA,NA,90.055,2627,6.5283366578436,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.72604122207306,null,null,null,null,null,null,null,28,5,Slider,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
SL,2020-07-23,88.4,-1.80294637429528,5.61045392757876,Starlin Castro,516770,543037,null,called_strike,NA,NA,NA,NA,4,null,R,R,R,WSH,NYY,S,null,null,2,1,2020,0.434669106191991,0.22325459674465,-0.42,2.55,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,596142,NA,null,2.48110848471205,-128.829502315358,-1.93292046964807,4.42540220708064,23.7301043615427,-29.49913684028,3.64,1.69,NA,NA,NA,89.078,2613,6.37311438098594,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.80294637429528,null,null,null,null,null,null,null,28,4,Slider,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,96.5,-2.06936501613243,5.45808296462292,Starlin Castro,516770,543037,null,foul_tip,NA,NA,NA,NA,1,null,R,R,R,WSH,NYY,S,null,null,2,0,2020,-1.03264101347983,1.30927904986733,-0.8,3.3,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,596142,NA,null,5.75146243328214,-140.439579142016,-3.14199973803577,-14.9770120266505,32.4973662999789,-14.3507537500957,3.47,1.59,NA,NA,NA,96.733,2531,6.46333623995192,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-2.06936501613243,null,null,null,null,null,null,null,28,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,1,0
SL,2020-07-23,90.6,-1.85989521438753,5.49243433073854,Starlin Castro,516770,543037,null,ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,1,0,2020,0.279961773077378,0.316275978336522,1.43,0.39,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,596142,NA,null,7.64686550459727,-131.789142985926,-7.60519980477337,1.94879485359477,23.3575132449679,-27.2209285431365,3.8,1.87,NA,NA,NA,91.444,2638,6.44989046723816,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.85989521438753,null,null,null,null,null,null,null,28,2,Slider,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,97.5,-1.92508968018461,5.40299629555381,Starlin Castro,516770,543037,null,ball,NA,NA,NA,NA,14,null,R,R,R,WSH,NYY,B,null,null,0,0,2020,-1.25530489329737,1.317837172303,0.21,1.12,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,596142,NA,null,8.66318623113412,-141.527692304695,-9.04645591565324,-18.8551046512907,32.4958993838915,-12.5160306948149,3.85,1.88,NA,NA,NA,97.89,2661,6.65872951960544,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.92508968018461,null,null,null,null,null,null,null,28,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
FF,2020-07-23,96.3,-2.13630772110271,5.39978261463027,Adam Eaton,594809,543037,field_out,hit_into_play,NA,NA,NA,NA,5,Adam Eaton flies out sharply to right fielder Aaron Judge.,R,L,R,WSH,NYY,X,9,fly_ball,1,2,2020,-0.904949706789156,1.32129505929064,0.14,2.46,NA,NA,NA,2,3,Bot,127.07,182.71,NA,NA,596142,NA,null,8.13236331644761,-140.052278340779,-5.27534937393218,-13.6910719312476,29.6915440763379,-13.7395150442921,3.29,1.49,364,101.3,41,97.059,2307,6.61324141027726,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-2.13630772110271,0.174,0.309,0.00,1,0,0,3,24,5,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,1,Cole,1,0
SL,2020-07-23,88.6,-1.82311316092336,5.69635475253155,Adam Eaton,594809,543037,null,foul,NA,NA,NA,NA,4,null,R,L,R,WSH,NYY,S,null,null,1,2,2020,0.547200635948247,-0.205219626314951,-0.39,2.69,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,596142,NA,null,2.35750553435433,-129.098085418263,-0.898763297412793,5.6983807034917,24.9298055357281,-34.5067036389615,3.29,1.49,NA,NA,NA,89.151,2672,6.395209358132,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.82311316092336,null,null,null,null,null,null,null,24,4,Slider,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,1,0
FF,2020-07-23,97.4,-2.03488351702119,5.44660686813209,Adam Eaton,594809,543037,null,swinging_strike,NA,NA,NA,NA,1,null,R,L,R,WSH,NYY,S,null,null,1,1,2020,-0.91279584130339,1.36002997881335,-0.57,3.21,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,596142,NA,null,6.05715710982985,-141.677108330267,-3.63867944088356,-13.6778993198746,32.2283214188307,-13.2159399205216,3.29,1.49,NA,NA,NA,97.854,2469,6.55582299067278,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-2.03488351702119,null,null,null,null,null,null,null,24,3,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,1,1
KC,2020-07-23,82.7,-1.76154050294627,5.63443042908127,Adam Eaton,594809,543037,null,ball,NA,NA,NA,NA,14,null,R,L,R,WSH,NYY,B,null,null,0,1,2020,0.922992454290286,-1.11934318427847,0.98,0.61,NA,NA,NA,2,3,Bot,NA,NA,NA,NA,596142,NA,null,4.46356364488835,-120.280141109666,-2.7270536909993,7.97614073624829,25.1327571138389,-42.6354744385157,3.06,1.53,NA,NA,NA,82.76,2842,6.53201800759372,630851,543037,596142,572228,642180,570482,650402,458731,543305,592450,-1.76154050294627,null,null,null,null,null,null,null,24,2,Knuckle Curve,1,3,1,3,3,1,1,3,Standard,Standard,NA,Cole,0,0
